,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"thank u, next","Ariana Grande",319378,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH
2,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",308786,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
3,"Sweet but Psycho","Ava Max",298973,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
4,"Without Me",Halsey,258753,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
5,Wow.,"Post Malone",250621,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
6,Shotgun,"George Ezra",250266,https://open.spotify.com/track/4ofwffwvvnbSkrMSCKQDaC
7,Better,Khalid,218178,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
8,"Eastside (with Halsey & Khalid)","benny blanco",218106,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
9,Shallow,"Lady Gaga",208095,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
10,Happier,Marshmello,202936,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
11,"SICKO MODE","Travis Scott",190473,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
12,"Body (feat. brando)","Loud Luxury",174577,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs
13,"Nothing Breaks Like a Heart (feat. Miley Cyrus)","Mark Ronson",168525,https://open.spotify.com/track/27rdGxbavYJeBphck5MZAF
14,Vibes,SIX60,167835,https://open.spotify.com/track/5EKITWJXROxWdc0bcRrMLy
15,"when the party's over","Billie Eilish",154676,https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI
16,Youngblood,"5 Seconds of Summer",154454,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
17,"ZEZE (feat. Travis Scott & Offset)","Kodak Black",152515,https://open.spotify.com/track/0FZ4Dmg8jJJAPJnvBIzD9z
18,"Mo Bamba","Sheck Wes",148330,https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr
19,"Bad Liar","Imagine Dragons",148327,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3
20,imagine,"Ariana Grande",145558,https://open.spotify.com/track/0todbbT9g5uQGbeFCiBf2F
21,"Close To Me (with Diplo) (feat. Swae Lee)","Ellie Goulding",143887,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA
22,"Be Alright","Dean Lewis",140920,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
23,"Always Remember Us This Way","Lady Gaga",133586,https://open.spotify.com/track/2rbDhOo9Fh61Bbu23T2qCk
24,"Girls Like You (feat. Cardi B)","Maroon 5",133167,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
25,"Promises (with Sam Smith)","Calvin Harris",129957,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
26,"High Hopes","Panic! At The Disco",125972,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
27,"Let You Love Me","Rita Ora",124802,https://open.spotify.com/track/5Fla3zyOCcIRqrDoKLU0DP
28,"Going Bad (feat. Drake)","Meek Mill",121752,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc
29,"Better Now","Post Malone",121702,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
30,"Bohemian Rhapsody - 2011 Mix",Queen,118822,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J
31,"Love Someone","Lukas Graham",117927,https://open.spotify.com/track/3id2EVGKc3eFAMn9nFnB0r
32,"Arms Around You (feat. Maluma & Swae Lee)",XXXTENTACION,115781,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh
33,"Taste (feat. Offset)",Tyga,113365,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
34,"Ruin My Life","Zara Larsson",111841,https://open.spotify.com/track/5tAa8Uaqr4VvA3693mbIhU
35,2002,Anne-Marie,108436,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo
36,Rise,"Jonas Blue",107935,https://open.spotify.com/track/3KLygy1YWhmrQx0GRs7IOx
37,"6 Figures",Kings,107405,https://open.spotify.com/track/1Q8OgsmxcnoGev6T7KUenD
38,"Lucid Dreams","Juice WRLD",105000,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
39,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",102645,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
40,"In My Mind",Dynoro,102479,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
41,"rockstar (feat. 21 Savage)","Post Malone",101883,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
42,Money,"Cardi B",100448,https://open.spotify.com/track/2GGMabyHXnJmjY6CXhhB2e
43,"Saturday Nights",Khalid,99554,https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8
44,"I Like It","Cardi B",98774,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
45,lovely,"Billie Eilish",97339,https://open.spotify.com/track/1NJcg626wLln4pGHpiV7mf
46,SAD!,XXXTENTACION,96646,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
47,"Drip Too Hard (Lil Baby & Gunna)","Lil Baby",94778,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE
48,"whoa (mind in awe)",XXXTENTACION,94570,https://open.spotify.com/track/7pdF27mSDuPWhppnHAmWHa
49,"I Fall Apart","Post Malone",92989,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
50,"Don’t Give It Up",SIX60,91880,https://open.spotify.com/track/5YOqfElMeshCt5oRk4yAgx
51,"So Close",NOTD,89843,https://open.spotify.com/track/7FjZU7XFs7P9jHI9Z0yRhK
52,"Leave Me Alone","Flipp Dinero",89369,https://open.spotify.com/track/14mHfNsSHN0FbLftyjrV9g
53,"God's Plan",Drake,88029,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
54,Africa,TOTO,85931,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX
55,"Psycho (feat. Ty Dolla $ign)","Post Malone",84689,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
56,"In My Feelings",Drake,82938,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
57,"I Love It (& Lil Pump)","Kanye West",81443,https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ
58,"Shape of You","Ed Sheeran",81267,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
59,"Wake Up in the Sky","Gucci Mane",79584,https://open.spotify.com/track/2G1tXoGBaEMJ7FKGnkf6ud
60,"This Feeling","The Chainsmokers",79109,https://open.spotify.com/track/4NBTZtAt1F13VvlSKe6KTl
61,Soaked,Bene,79059,https://open.spotify.com/track/70TEuKwiK0bd5phEQkbvT4
62,Moonlight,XXXTENTACION,77888,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
63,"Drift Away","Sons Of Zion",74910,https://open.spotify.com/track/2bx4jOMWpCbemnnRWfsMbx
64,Closer,SIX60,74899,https://open.spotify.com/track/1kpSmoMmNm3pcCU7MTTpoJ
65,Toto,"Drax Project",74093,https://open.spotify.com/track/5JH1NuPiHEB0Wl03rLHNq7
66,1999,"Charli XCX",72783,https://open.spotify.com/track/05mAIVLkIWc2d1UBYZBCp8
67,"come out and play","Billie Eilish",71654,https://open.spotify.com/track/7wC5eZcFS1Q1BsQ35DU6H4
68,"Woke Up Late","Drax Project",70675,https://open.spotify.com/track/4wrct9Dl3MSuszkggIpvbK
69,"Praise The Lord (Da Shine) (feat. Skepta)","A$AP Rocky",70493,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z
70,BAD!,XXXTENTACION,68936,https://open.spotify.com/track/22An65gG31JLf9n18qjdhZ
71,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",68771,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e
72,"Jocelyn Flores",XXXTENTACION,68280,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
73,"Mr. Brightside","The Killers",67923,https://open.spotify.com/track/7oK9VyNzrYvRFo7nQEYkWN
74,"Beautiful (feat. Camila Cabello)",Bazzi,67795,https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF
75,"Nice For What",Drake,67216,https://open.spotify.com/track/3CA9pLiwRIGtUBiMjbZmRw
76,"Hotel California - 2013 Remaster",Eagles,66573,https://open.spotify.com/track/40riOy7x9W7GXjyGp4pjAv
77,"Woman Like Me (feat. Nicki Minaj)","Little Mix",66504,https://open.spotify.com/track/222B3aljXx6fFwKmFjuBED
78,"Havana (feat. Young Thug)","Camila Cabello",66387,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
79,"How To Fly","Sticky Fingers",66007,https://open.spotify.com/track/3jAoLij05OiNndX2XlSRdS
80,"Dreams - 2004 Remaster","Fleetwood Mac",65765,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz
81,"Don't Stop Me Now - 2011 Mix",Queen,65662,https://open.spotify.com/track/5T8EDUDqKcs6OSOwEsfqG7
82,"Kiss and Make Up","Dua Lipa",65510,https://open.spotify.com/track/13hvHEstJ4sNbzdroPrPI3
83,"Young Dumb & Broke",Khalid,65503,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
84,Thunder,"Imagine Dragons",64957,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB
85,"Lost In Japan - Remix","Shawn Mendes",64859,https://open.spotify.com/track/575NJxNUVDqwJGdzBrlLbv
86,"no tears left to cry","Ariana Grande",64737,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo
87,"I'll Be There","Jess Glynne",64052,https://open.spotify.com/track/73FebDuELlAEinHw1xWJCZ
88,"One Kiss (with Dua Lipa)","Calvin Harris",64012,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
89,idontwannabeyouanymore,"Billie Eilish",63328,https://open.spotify.com/track/40T5GIqQ1CegGm2PTEl8Bu
90,"The Middle",Zedd,62926,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc
91,"Go Your Own Way - 2004 Remaster","Fleetwood Mac",62921,https://open.spotify.com/track/07GvNcU1WdyZJq3XxP0kZa
92,"Don't Stop Believin'",Journey,62848,https://open.spotify.com/track/4bHsxqR3GMrXTxEPLuK5ue
93,"Love Lies (with Normani)",Khalid,62530,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
94,"Another One Bites The Dust - Remastered 2011",Queen,62274,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7
95,"Falling Down - Bonus Track","Lil Peep",62084,https://open.spotify.com/track/4jvjzW7Hm0yK4LvvE0Paz9
96,"Sweet Home Alabama","Lynyrd Skynyrd",61739,https://open.spotify.com/track/7e89621JPkKaeDSTQ3avtg
