,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"bad guy","Billie Eilish",590258,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
2,"wish you were gay","Billie Eilish",377287,https://open.spotify.com/track/3Fj47GNK2kUF0uaEDgXLaD
3,"bury a friend","Billie Eilish",302216,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF
4,Talk,Khalid,286121,https://open.spotify.com/track/0rTV5WefWd1J3OwIheTzxM
5,"when the party's over","Billie Eilish",262746,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
6,"all the good girls go to hell","Billie Eilish",262246,https://open.spotify.com/track/6IRdLKIyS4p7XNiP8r6rsx
7,Sucker,"Jonas Brothers",252397,https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO
8,Wow.,"Post Malone",249707,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
9,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",243625,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
10,xanny,"Billie Eilish",240526,https://open.spotify.com/track/4QIo4oxwzzafcBWkKjDpXY
11,"Old Town Road","Lil Nas X",230087,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O
12,"my strange addiction","Billie Eilish",226451,https://open.spotify.com/track/3Tc57t9l2O8FwQZtQOvPXK
13,"i love you","Billie Eilish",202960,https://open.spotify.com/track/6CcJMwBtXByIz4zQLzFkKc
14,"you should see me in a crown","Billie Eilish",202884,https://open.spotify.com/track/3XF5xLJHOQQRbWya6hBp7d
15,"7 rings","Ariana Grande",194603,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
16,"break up with your girlfriend, i'm bored","Ariana Grande",192752,https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS
17,"Saturday Nights",Khalid,192678,https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8
18,ilomilo,"Billie Eilish",191287,https://open.spotify.com/track/7qEKqBCD2vE5vIBsrUitpD
19,"My Bad",Khalid,184669,https://open.spotify.com/track/1DUSuNhF8P5vUGNPpQiZa5
20,"Dancing With A Stranger (with Normani)","Sam Smith",184664,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
21,"i'm so tired...",Lauv,182880,https://open.spotify.com/track/7COXchtUOMd6uIT6HvmRaI
22,"listen before i go","Billie Eilish",177649,https://open.spotify.com/track/0tMSssfxAL2oV8Vri0mFHE
23,Shallow,"Lady Gaga",173019,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
24,8,"Billie Eilish",163733,https://open.spotify.com/track/6X29iaaazwho3ab7GNue5r
25,"MIDDLE CHILD","J. Cole",161082,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
