,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"7 rings","Ariana Grande",597465,https://open.spotify.com/track/14msK75pk3pA33pzPVNtBF
2,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",415589,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
3,Wow.,"Post Malone",338590,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
4,"Sweet but Psycho","Ava Max",303110,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
5,"Without Me",Halsey,300243,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
6,"thank u, next","Ariana Grande",278076,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH
7,"Dancing With A Stranger (with Normani)","Sam Smith",241402,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
8,Better,Khalid,224613,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
9,"Eastside (with Halsey & Khalid)","benny blanco",222710,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
10,Shotgun,"George Ezra",220458,https://open.spotify.com/track/4ofwffwvvnbSkrMSCKQDaC
11,Shallow,"Lady Gaga",217565,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
12,Happier,Marshmello,199746,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
13,"Body (feat. brando)","Loud Luxury",186401,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs
14,"SICKO MODE","Travis Scott",182001,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
15,"Close To Me (with Diplo) (feat. Swae Lee)","Ellie Goulding",176647,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA
16,"Nothing Breaks Like a Heart (feat. Miley Cyrus)","Mark Ronson",173989,https://open.spotify.com/track/27rdGxbavYJeBphck5MZAF
17,"Giant (with Rag'n'Bone Man)","Calvin Harris",166681,https://open.spotify.com/track/5itOtNx0WxtJmi1TQ3RuRd
18,Undecided,"Chris Brown",163891,https://open.spotify.com/track/7uiBocndm12aKbsdnQ3Scx
19,"Saturday Nights",Khalid,161722,https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8
20,Youngblood,"5 Seconds of Summer",151216,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
