,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Dance Monkey","Tones And I",412059,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
2,Circles,"Post Malone",302773,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
3,"Catching Feelings (feat. SIX60)","Drax Project",275800,https://open.spotify.com/track/0gCNs3jCCDhObAK0MRghtv
4,Señorita,"Shawn Mendes",261667,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
5,"Beautiful People (feat. Khalid)","Ed Sheeran",217635,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
6,"Someone You Loved","Lewis Capaldi",202886,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
7,"The Greatest",SIX60,201497,https://open.spotify.com/track/0xEaVqAEKMgdxza2tkOeFB
8,"How Do You Sleep?","Sam Smith",188018,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
9,Lalala,Y2K,182507,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
10,"Goodbyes (Feat. Young Thug)","Post Malone",175426,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
11,Ransom,"Lil Tecca",173307,https://open.spotify.com/track/6EOKwHETwSkZ9gW2b6ASE0
12,Engineers,"Hp Boyz",170614,https://open.spotify.com/track/2WKAty6EEiV8Lt8dAnRAdy
13,"Truth Hurts",Lizzo,170113,https://open.spotify.com/track/5qmq61DAAOUaW8AUo8xKhh
14,"It's You","Ali Gatie",168367,https://open.spotify.com/track/6moU77g9RQyMzHNuKEaQKq
15,"No Guidance (feat. Drake)","Chris Brown",167010,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX
16,Memories,"Maroon 5",164888,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
17,"I Don't Care (with Justin Bieber)","Ed Sheeran",161751,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
18,Panini,"Lil Nas X",155132,https://open.spotify.com/track/1000nHvUdawXuUHgBod4Wv
19,"hot girl bummer",blackbear,152866,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
20,"Slide Away","Miley Cyrus",148609,https://open.spotify.com/track/44ADyYoY5liaRa3EOAl4uf
21,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",148541,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
22,"The Git Up","Blanco Brown",148145,https://open.spotify.com/track/5dW1VZPcFqB4n0P08rGDgm
23,"fuck, i'm lonely",Lauv,141407,https://open.spotify.com/track/322tcqPhma7F6hfCeLisx0
24,"bad guy","Billie Eilish",140889,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
25,"Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey)","Ariana Grande",139406,https://open.spotify.com/track/3NkJNL3WqO1Lqc3uNDxvCN
