,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Señorita,"Shawn Mendes",327642,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
2,Ransom,"Lil Tecca",256691,https://open.spotify.com/track/1kBbgxAUc4HQv7cgIayIDH
3,"Beautiful People (feat. Khalid)","Ed Sheeran",246360,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
4,"How Do You Sleep?","Sam Smith",232117,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
5,"No Guidance (feat. Drake)","Chris Brown",224089,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX
6,"The Greatest",SIX60,224063,https://open.spotify.com/track/0xEaVqAEKMgdxza2tkOeFB
7,"Goodbyes (Feat. Young Thug)","Post Malone",221289,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
8,"It's You","Ali Gatie",215605,https://open.spotify.com/track/6moU77g9RQyMzHNuKEaQKq
9,"Someone You Loved","Lewis Capaldi",215329,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
10,"Dance Monkey","Tones And I",210718,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
11,"boyfriend (with Social House)","Ariana Grande",202210,https://open.spotify.com/track/0Ryd8975WihbObpp5cPW1t
12,"I Don't Care (with Justin Bieber)","Ed Sheeran",186704,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
13,Lalala,Y2K,175743,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
14,"Truth Hurts",Lizzo,167799,https://open.spotify.com/track/5qmq61DAAOUaW8AUo8xKhh
15,"The Git Up","Blanco Brown",166058,https://open.spotify.com/track/5dW1VZPcFqB4n0P08rGDgm
16,"Old Town Road - Remix","Lil Nas X",160094,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG
17,Lover,"Taylor Swift",149599,https://open.spotify.com/track/0bzbvANY6oETSJLc0wlVGY
18,"bad guy","Billie Eilish",144201,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
19,"Money In The Grave (Drake ft. Rick Ross)",Drake,140527,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
20,"fuck, i'm lonely",Lauv,137806,https://open.spotify.com/track/322tcqPhma7F6hfCeLisx0
21,"Slide Away","Miley Cyrus",136820,https://open.spotify.com/track/44ADyYoY5liaRa3EOAl4uf
22,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",135465,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
23,"Cross Me (feat. Chance the Rapper & PnB Rock)","Ed Sheeran",131493,https://open.spotify.com/track/4wuCQX7JvAZLlrcmH4AeZF
