,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"I Don't Care (with Justin Bieber)","Ed Sheeran",472495,https://open.spotify.com/track/3HVWdVOQ0ZA45FuZGSfvns
2,"bad guy","Billie Eilish",368742,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
3,"Old Town Road (feat. Billy Ray Cyrus) - Remix","Lil Nas X",355830,https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7
4,"Someone You Loved","Lewis Capaldi",253824,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
5,"If I Can't Have You","Shawn Mendes",249770,https://open.spotify.com/track/6LsAAHotRLMOHfCsSfYCsz
6,"Talk (feat. Disclosure)",Khalid,244060,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq
7,EARFQUAKE,"Tyler, The Creator",222890,https://open.spotify.com/track/5hVghJ4KaYES3BFUATCYn0
8,"3 Nights","Dominic Fike",222693,https://open.spotify.com/track/1tNJrcVe6gwLEiZCtprs1u
9,"Truth Hurts",Lizzo,206052,https://open.spotify.com/track/5qmq61DAAOUaW8AUo8xKhh
10,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",202523,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
11,"Old Town Road","Lil Nas X",188065,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O
12,"Homicide (feat. Eminem)",Logic,182283,https://open.spotify.com/track/2MuMD298IpYqKF367wegUd
13,Sucker,"Jonas Brothers",171036,https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO
14,SOS,Avicii,168296,https://open.spotify.com/track/6nDKrPlXdpomGBgAlO7UdP
15,"wish you were gay","Billie Eilish",158016,https://open.spotify.com/track/3Fj47GNK2kUF0uaEDgXLaD
16,Wow.,"Post Malone",158010,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
17,"ME! (feat. Brendon Urie of Panic! At The Disco)","Taylor Swift",154818,https://open.spotify.com/track/4MsUsFfWseB9M2plGJyuIw
18,"when the party's over","Billie Eilish",149748,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
19,"Saturday Nights",Khalid,143232,https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8
20,Paradise,Bazzi,137991,https://open.spotify.com/track/7njKgVl3AnLflRad38o7AG
21,Better,Khalid,136150,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
22,"bury a friend","Billie Eilish",135423,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF
23,Shallow,"Lady Gaga",133452,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
24,"i'm so tired...",Lauv,129171,https://open.spotify.com/track/7COXchtUOMd6uIT6HvmRaI
25,"I Don't Belong In This Club","Why Don't We",127375,https://open.spotify.com/track/45ZGEdLxCZvdMX9jWlsAAx
26,Nightmare,Halsey,126830,https://open.spotify.com/track/340UVheS8z3ncW9TTUhAbc
27,Earth,"Lil Dicky",124109,https://open.spotify.com/track/2S1LebN6AXXQqJolBxlWgO
28,"I THINK","Tyler, The Creator",122439,https://open.spotify.com/track/4f8Mh5wuWHOsfXtzjrJB3t
29,"Just Us (feat. SZA)","DJ Khaled",120358,https://open.spotify.com/track/0BnTBAGmr9FtYwkZrwKhwS
30,"So Am I","Ava Max",120023,https://open.spotify.com/track/0uUNN1nSoUx1A4fkDCWDQ7
31,"Dancing With A Stranger (with Normani)","Sam Smith",118586,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
32,"Eastside (with Halsey & Khalid)","benny blanco",116843,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
