,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Sucker,"Jonas Brothers",319227,https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO
2,Talk,Khalid,301645,https://open.spotify.com/track/0rTV5WefWd1J3OwIheTzxM
3,Wow.,"Post Malone",291146,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
4,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",285333,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
5,"break up with your girlfriend, i'm bored","Ariana Grande",285147,https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS
6,"7 rings","Ariana Grande",276741,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
7,"wish you were gay","Billie Eilish",251762,https://open.spotify.com/track/4txc3txsIt81diMzGhrVPS
8,"Dancing With A Stranger (with Normani)","Sam Smith",223985,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
9,"bury a friend","Billie Eilish",216476,https://open.spotify.com/track/4NzMOnvSJVNKF7nw5NkXIP
10,"i'm so tired...",Lauv,216164,https://open.spotify.com/track/7COXchtUOMd6uIT6HvmRaI
11,Shallow,"Lady Gaga",212259,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
12,"Please Me","Cardi B",211318,https://open.spotify.com/track/0PG9fbaaHFHfre2gUVo7AN
13,"MIDDLE CHILD","J. Cole",195671,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
14,"Murder On My Mind","YNW Melly",186506,https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC
15,"Saturday Nights",Khalid,184927,https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8
16,"Without Me",Halsey,177723,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
17,Better,Khalid,167538,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
18,"Sweet but Psycho","Ava Max",164844,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
19,Soaked,Bene,164113,https://open.spotify.com/track/70TEuKwiK0bd5phEQkbvT4
20,Happier,Marshmello,163308,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
21,"Eastside (with Halsey & Khalid)","benny blanco",161578,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
22,"thank u, next","Ariana Grande",151634,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ
23,"Who Do You Love","The Chainsmokers",144637,https://open.spotify.com/track/11cDEev79fPKi6uJCjUhu8
24,"My Bad",Khalid,144600,https://open.spotify.com/track/1DUSuNhF8P5vUGNPpQiZa5
25,"Giant (with Rag'n'Bone Man)","Calvin Harris",143696,https://open.spotify.com/track/5itOtNx0WxtJmi1TQ3RuRd
26,Robbery,"Juice WRLD",141800,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
27,Thotiana,Blueface,140847,https://open.spotify.com/track/3oh6SCCeLuXhFpEyepla6G
28,Shotgun,"George Ezra",135305,https://open.spotify.com/track/4ofwffwvvnbSkrMSCKQDaC
29,Fast,"Juice WRLD",129603,https://open.spotify.com/track/6MjNilJCVKJq0LfFvo5jWJ
30,"Always Remember Us This Way","Lady Gaga",123766,https://open.spotify.com/track/2rbDhOo9Fh61Bbu23T2qCk
31,"Body (feat. brando)","Loud Luxury",122784,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs
32,"when the party's over","Billie Eilish",122301,https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI
33,"SICKO MODE","Travis Scott",121973,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
34,Vibes,SIX60,120478,https://open.spotify.com/track/5EKITWJXROxWdc0bcRrMLy
35,"Going Bad (feat. Drake)","Meek Mill",119808,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc
36,"a lot","21 Savage",119741,https://open.spotify.com/track/2t8yVaLvJ0RenpXUIAC52d
37,"Nights Like This (feat. Ty Dolla $ign)",Kehlani,117975,https://open.spotify.com/track/6ZRuF2n1CQxyxxAAWsKJOy
38,"Bad Liar","Imagine Dragons",112472,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3
39,Youngblood,"5 Seconds of Summer",110338,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
40,lovely,"Billie Eilish",108586,https://open.spotify.com/track/1NJcg626wLln4pGHpiV7mf
41,"Be Alright","Dean Lewis",108258,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
42,"Bohemian Rhapsody - 2011 Mix",Queen,102778,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J
43,"Better Now","Post Malone",102519,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
44,"Walk Me Home",P!nk,100759,https://open.spotify.com/track/7DHApOHsIFo7EyfieArYGE
45,"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)","benny blanco",99950,https://open.spotify.com/track/1WSGTYKLEpKfNQYYW5Oymt
46,"Love Someone","Lukas Graham",99801,https://open.spotify.com/track/3id2EVGKc3eFAMn9nFnB0r
47,"Pure Water (with Migos)",Mustard,99582,https://open.spotify.com/track/63cd4JkwGgYJrbOizbfmsp
48,"Nothing Breaks Like a Heart (feat. Miley Cyrus)","Mark Ronson",97133,https://open.spotify.com/track/27rdGxbavYJeBphck5MZAF
49,"Lost In Japan","Shawn Mendes",95588,https://open.spotify.com/track/79esEXlqqmq0GPz0xQSZTV
50,"Close To Me (with Diplo) (feat. Swae Lee)","Ellie Goulding",95362,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA
51,"ZEZE (feat. Travis Scott & Offset)","Kodak Black",91192,https://open.spotify.com/track/0FZ4Dmg8jJJAPJnvBIzD9z
52,"Mo Bamba","Sheck Wes",87248,https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr
53,"7 Minutes","Dean Lewis",85708,https://open.spotify.com/track/2BkyYZmU4JuWW2sYi9EzpC
54,"11 Minutes (with Halsey feat. Travis Barker)",YUNGBLUD,84760,https://open.spotify.com/track/4mGdjNMo0RonTlOEb7cYg4
55,2002,Anne-Marie,84639,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo
56,"Thotiana (feat. Cardi B, YG) [Remix]",Blueface,82029,https://open.spotify.com/track/1JkrD47SDpAbyvqKtolcea
