,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"bad guy","Billie Eilish",444995,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
2,"Old Town Road (feat. Billy Ray Cyrus) - Remix","Lil Nas X",385763,https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7
3,"Talk (feat. Disclosure)",Khalid,277117,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq
4,"Old Town Road","Lil Nas X",263349,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O
5,"ME! (feat. Brendon Urie of Panic! At The Disco)","Taylor Swift",255388,https://open.spotify.com/track/4Sib57MmYGJzSvkW84jTwh
6,"wish you were gay","Billie Eilish",219125,https://open.spotify.com/track/3Fj47GNK2kUF0uaEDgXLaD
7,"3 Nights","Dominic Fike",209367,https://open.spotify.com/track/1tNJrcVe6gwLEiZCtprs1u
8,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",207704,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
9,"when the party's over","Billie Eilish",195898,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
10,Sucker,"Jonas Brothers",188941,https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO
11,"bury a friend","Billie Eilish",186617,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF
12,Wow.,"Post Malone",179961,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
13,SOS,Avicii,170243,https://open.spotify.com/track/6nDKrPlXdpomGBgAlO7UdP
14,"Saturday Nights",Khalid,165530,https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8
15,"i'm so tired...",Lauv,153179,https://open.spotify.com/track/7COXchtUOMd6uIT6HvmRaI
16,Better,Khalid,146846,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
17,Earth,"Lil Dicky",141728,https://open.spotify.com/track/2S1LebN6AXXQqJolBxlWgO
18,Shallow,"Lady Gaga",140990,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
19,"Boy With Luv (feat. Halsey)",BTS,138442,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c
20,"Walk Me Home",P!nk,137587,https://open.spotify.com/track/6jfEZdUJ2Yla6h7gTJgKuo
21,"7 rings","Ariana Grande",136878,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
22,"Someone You Loved","Lewis Capaldi",136734,https://open.spotify.com/track/2TIlqbIneP0ZY1O0EzYLlc
23,"Dancing With A Stranger (with Normani)","Sam Smith",135887,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
24,lovely,"Billie Eilish",132114,https://open.spotify.com/track/1NJcg626wLln4pGHpiV7mf
25,"Don't Call Me Up",Mabel,128843,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
26,"Outta My Head (with John Mayer)",Khalid,126061,https://open.spotify.com/track/09oZ9eXQ2fo6YDrPzJqAoP
27,Soaked,BENEE,125260,https://open.spotify.com/track/5p80uI2FhYGQZJRfzy7mb6
28,"break up with your girlfriend, i'm bored","Ariana Grande",122838,https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS
29,"MIDDLE CHILD","J. Cole",121942,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8
30,"Eastside (with Halsey & Khalid)","benny blanco",121920,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
31,"Here With Me",Marshmello,121665,https://open.spotify.com/track/5icOoE6VgqFKohjWWNp0Ac
32,"So Am I","Ava Max",121584,https://open.spotify.com/track/0uUNN1nSoUx1A4fkDCWDQ7
33,"My Bad",Khalid,121056,https://open.spotify.com/track/2XKFnwB6djxrJCjR3PdeRb
34,"all the good girls go to hell","Billie Eilish",117682,https://open.spotify.com/track/6IRdLKIyS4p7XNiP8r6rsx
35,"my strange addiction","Billie Eilish",117278,https://open.spotify.com/track/3Tc57t9l2O8FwQZtQOvPXK
36,"Let Me Down Slowly","Alec Benjamin",114932,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
37,"I Don't Belong In This Club","Why Don't We",114031,https://open.spotify.com/track/45ZGEdLxCZvdMX9jWlsAAx
38,"Swervin (feat. 6ix9ine)","A Boogie Wit da Hoodie",110885,https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6
39,"i love you","Billie Eilish",109998,https://open.spotify.com/track/6CcJMwBtXByIz4zQLzFkKc
40,Happier,Marshmello,107210,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
41,"Without Me",Halsey,107147,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
42,"Who Do You Love","The Chainsmokers",105609,https://open.spotify.com/track/5QiNbIilmMiMBXvaAlf7lN
43,"Murder On My Mind","YNW Melly",105547,https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC
