,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Otro Trago",Sech,2054589,https://open.spotify.com/track/1Ej96GIBCTvgH7tNX1r3qr
2,Callaita,"Bad Bunny",1904944,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
3,"Soltera - Remix",Lunay,1830089,https://open.spotify.com/track/1c0hsvHLELX6y8qymnpLKL
4,Señorita,"Shawn Mendes",1613291,https://open.spotify.com/track/0TK2YIli7K1leLovkQiNik
5,"Tal Vez","Paulo Londra",1418276,https://open.spotify.com/track/5jW3rF4URMdK7tO2xjS5EI
6,"No Me Conoce - Remix","Jhay Cortez",1402616,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P
7,China,"Anuel AA",1316309,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK
8,"Con Altura",ROSALÍA,1259322,https://open.spotify.com/track/2qG5sZ7Si6sdK74qLxedYM
9,"Pa Mí - Remix",Dalex,1251322,https://open.spotify.com/track/7g8YaUQABMal0zWe7a2ijz
10,Cuaderno,Dalex,1195687,https://open.spotify.com/track/7anSoGdgtmJTAPZBzcPhO6
11,"Nothing On You (feat. Paulo Londra & Dave)","Ed Sheeran",1180614,https://open.spotify.com/track/2qRN7PWiHRLprw4FpDeI9N
12,22,TINI,1156770,https://open.spotify.com/track/07L6tEZIfCX3GZAWCpGj0e
13,"11 PM",Maluma,1080515,https://open.spotify.com/track/7KbF6AdprOXEEHlsq11Z6d
14,"LA CANCIÓN","J Balvin",1009842,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18
15,Runaway,"Sebastian Yatra",1008876,https://open.spotify.com/track/7BuSE9uTIw931wtZYzvZcQ
16,"Por Eso Vine","Paulo Londra",991149,https://open.spotify.com/track/5qN1G8fSHq4Sv5FRoOkNGu
17,"Que Mas Pues - Remix",Sech,982697,https://open.spotify.com/track/7fODjB7BrQTGqh0hogW6XD
18,"Te Robaré","Nicky Jam",966375,https://open.spotify.com/track/6v0lAdFF4haL8xjBIUjtOw
19,"Con Calma","Daddy Yankee",867166,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
20,"Verte Ir","DJ Luian",835217,https://open.spotify.com/track/4lzxJ4jCuFDXXGkE1LmpKR
21,"QUE PRETENDES","J Balvin",802405,https://open.spotify.com/track/25ZAibhr3bdlMCLmubZDVt
22,"Rebota - Remix",Guaynaa,760394,https://open.spotify.com/track/3dWpRjCmaHbroNahuSeX11
23,"Adan y Eva","Paulo Londra",735347,https://open.spotify.com/track/132ALUzVLmqYB4UsBj5qD6
24,"Solo Pienso En Ti (feat. De La Ghetto & Justin Quiles)","Paulo Londra",718409,https://open.spotify.com/track/3H9GDhVVTlmFQSmpt51qiP
25,"Tumbando el Club (feat. C.R.O, Obiewanshot, Ysy A, Cazzu, Khea, Lucho SSJ, Coqeéin Montana, Marcianos Crew & Duki) - Remix","Neo Pistea",702747,https://open.spotify.com/track/0OWcpVA83HI8Pb5DybDuoX
26,"Te Soñé De Nuevo",Ozuna,665262,https://open.spotify.com/track/5s8LepdwU0THzpd0M7nLsa
27,"La Cobra","j mena",659978,https://open.spotify.com/track/7tAFzqPUa2G7EziujIPP7K
28,Hitboy,Duki,658219,https://open.spotify.com/track/624AL3EwsrgGIp6bdwmXgo
29,"Calma - Remix","Pedro Capó",619325,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4
30,"Un Año","Sebastian Yatra",612185,https://open.spotify.com/track/2vrpcQNg6itmgVZWsNjWe0
31,HP,Maluma,603952,https://open.spotify.com/track/1LIqNVhaIgxXUt2eVoIQJ3
32,Cristina,"Sebastian Yatra",603389,https://open.spotify.com/track/703iVQrfbQsXt7Uzgy1h8k
33,Secreto,"Anuel AA",571667,https://open.spotify.com/track/5W83ErFkO3aKAIS1WMi6u0
34,"Si Se Da","Myke Towers",555891,https://open.spotify.com/track/5KbBGUpIZd6gVFUU8tqYiQ
35,"El Efecto","Rauw Alejandro",549815,https://open.spotify.com/track/4SJHHpKhcuXwDsCsPqshXj
36,"Homerun (Intro)","Paulo Londra",543407,https://open.spotify.com/track/7kh95COsNZjnTmc6aF76n7
37,Desconocidos,"Mau y Ricky",540056,https://open.spotify.com/track/56f5qnyAlZdlz8wrUDA50h
38,"Quien Empezó","j mena",517125,https://open.spotify.com/track/19S1u14a1mNsryjT7Nb7ri
39,"Contra La Pared","Sean Paul",511069,https://open.spotify.com/track/37eGbhE1xVFSvcKkqGb6i1
40,"bad guy","Billie Eilish",489449,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
41,"La Boca","Mau y Ricky",484216,https://open.spotify.com/track/0UQwlF2pRkr1lMN6kNNUj3
42,"Si Supieras","Daddy Yankee",464164,https://open.spotify.com/track/7MRU4vOkywuhZ9kbFiPuiu
43,Amanece,"Anuel AA",462360,https://open.spotify.com/track/1LiN0Z98FkR1t0m8KmLcAH
44,"I Don't Care (with Justin Bieber)","Ed Sheeran",446261,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
45,"Punto G","KAROL G",433638,https://open.spotify.com/track/2E82gORVSA7UMEz5M1IP3b
46,"Sin Culpa (feat. DrefQuila)",Duki,432081,https://open.spotify.com/track/3dLiBBKbeUIhzGNeuo5JGS
47,"No Puedo","Paulo Londra",422313,https://open.spotify.com/track/6MbSMSXrSlvsyHf4kcaLQi
48,Ocean,"KAROL G",401060,https://open.spotify.com/track/6qoIFQfdmaQF9A1gb67tR7
49,"TRAPPERZ A Mafia Da Sicilia (feat. MC Davo & Fuego)","Felp 22",377112,https://open.spotify.com/track/1KfIZjptrvN6jUpUzzRYiD
50,"Visto a las 00:00",Cazzu,375353,https://open.spotify.com/track/0m1zfGk4oYfj4NxBLNheHZ
51,"Date La Vuelta","Luis Fonsi",370960,https://open.spotify.com/track/5lwVd35Zg6DJ4qibVMq99H
52,"Ya No Mas","Fer Palacio",367452,https://open.spotify.com/track/4dqoJHdxf9Ez4DDqGh2PBc
53,"Baila Baila Baila - Remix",Ozuna,362085,https://open.spotify.com/track/7mWFF4gPADjTQjC97CgFVt
54,OUKE,CA7RIEL,351657,https://open.spotify.com/track/6WsrPT9yw9gZyZn5ok3E0K
55,ANIMAL,Acru,350832,https://open.spotify.com/track/06b0Au6pvZiO03eKTCvgWh
56,"Loco Contigo","DJ Snake",350015,https://open.spotify.com/track/1fBXSMOusjaj7GjzErHmUI
57,Delincuente,Farruko,332518,https://open.spotify.com/track/3TqLIW3qd4qFYkfYsBjVN6
58,"La Clase",Cazzu,328482,https://open.spotify.com/track/5nLJL6DLanZaAq8DVkBs62
59,"Me Voy",Rombai,318109,https://open.spotify.com/track/22sESxzbY1O1E19xjOTaYf
60,"Te Vi","Piso 21",311212,https://open.spotify.com/track/059bcIhyc2SBwm6sw2AZzd
61,"Cuando Te Besé","Becky G",309467,https://open.spotify.com/track/2XXMDz7SPZ4mSFN1PXfHUy
62,"Old Town Road (feat. Billy Ray Cyrus) - Remix","Lil Nas X",298926,https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7
63,"La Playa","Myke Towers",295267,https://open.spotify.com/track/0jeS8PyyIRAG0A3t5DtL71
64,"Te Olvidaré",MYA,294288,https://open.spotify.com/track/4jrZI0XdexLjrHlBwLbhzL
65,"Forever Alone","Paulo Londra",291265,https://open.spotify.com/track/4b2V2ZuTYELubat4l5qZaE
66,"Trueno: Bzrp Freestyle Sessions, Vol. 6",Bizarrap,286369,https://open.spotify.com/track/1DckcUSLpCfYsD1htu4JnF
67,Shallow,"Lady Gaga",284679,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
68,"Me Vas a Extrañar - En Vivo","Damas Gratis",280177,https://open.spotify.com/track/3CACzG9I3AoKUKA3ODE5zW
69,"La Respuesta","Becky G",279531,https://open.spotify.com/track/2fOjendzUzepHwR9QrVyYF
70,"Me Muero de Amor - En Vivo","Damas Gratis",278979,https://open.spotify.com/track/1vX3eIWSPr9EH3nSy1JhMN
71,"Ella Quiere Beber - Remix","Anuel AA",275389,https://open.spotify.com/track/3f5lA8nnc4YYF1qf78WpHw
72,Eclipse,"Lit Killah",275206,https://open.spotify.com/track/6ANR2ylLSFSYcycw8JUnvi
73,Adictiva,"Daddy Yankee",273263,https://open.spotify.com/track/6MJUCumnQsQEKbCy28tbCP
74,Recalienta,Emilia,273042,https://open.spotify.com/track/2O0WiTabKj4e5CdY1mIFe4
75,"Cien Años","Abel Pintos",270653,https://open.spotify.com/track/1HroyPv5zqHJI35kqObRLy
76,Aullando,"Wisin & Yandel",266450,https://open.spotify.com/track/7BuHdm4lQqcyG3qTwdkxus
77,Reggaeton,"J Balvin",263159,https://open.spotify.com/track/2D3z17LBMJ2HEHeBFFjTLi
78,Créeme,"KAROL G",259573,https://open.spotify.com/track/4EKZsrsCKyqr64FBHLc0DU
79,"UN PESO","J Balvin",259311,https://open.spotify.com/track/7hynhxDoDpgMIV12JuVtNa
80,"Tú No Amas","Mambo Kingz",255495,https://open.spotify.com/track/5J64qSSq0VZuh0CiI9o9Nq
81,"Beautiful People (feat. Khalid)","Ed Sheeran",255045,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
82,"Ya No Tiene Novio","Sebastian Yatra",249247,https://open.spotify.com/track/7uQmJ1jgNzBpATSoWKSPFu
83,"Mucha Data",Cazzu,245976,https://open.spotify.com/track/57x0IGrEHEdoy5QMBlcitJ
84,"Que Le De","Rauw Alejandro",238678,https://open.spotify.com/track/08aYFNUTIOMGq93e2VSArQ
85,Rebota,Guaynaa,237555,https://open.spotify.com/track/2YRvdf9cdS88y1wB1WhKoE
86,Cambio,Ozuna,237299,https://open.spotify.com/track/3cg9A9GVyZAT2CPevqWr65
87,"Una Vida Para Recordar","Piso 21",234866,https://open.spotify.com/track/7pxL0DzPpCjjcdfQccvnus
88,"Entre Cuatro Paredes",Duki,233678,https://open.spotify.com/track/0tsaTSU7uVeP6DK8FEd2xL
89,"No Te Creas Tan Importante - En Vivo","Damas Gratis",233617,https://open.spotify.com/track/3trowLiYwwOoiwapLISNyk
90,"Esclavo de Tus Besos","Manuel Turizo",232833,https://open.spotify.com/track/3g4UyIcQwutiG0TfW32GnX
91,"Baila Baila Baila",Ozuna,228045,https://open.spotify.com/track/7uH27oIt4a6cIFCA8ZPcyG
92,"En Cero",Yandel,226879,https://open.spotify.com/track/51uLQESb4VnYAbs5WtGxho
93,"Cúrame (feat. Manuel Turizo)","Prince Royce",226323,https://open.spotify.com/track/6rXxAohZzTDsP5KT3IDFIU
94,"MIA (feat. Drake)","Bad Bunny",225746,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
95,"7 rings","Ariana Grande",225655,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
96,"Demasiado Loco","Paulo Londra",223321,https://open.spotify.com/track/1algWk375QvT1XNJJbRsGM
97,"DJ No Pare","Justin Quiles",223242,https://open.spotify.com/track/7DfDNDtQTz4Jda9Y4rBOVH
98,"Quiero Volver",TINI,219916,https://open.spotify.com/track/5NrIX1ozc9LGt19ISgPDIY
99,"bad guy (with Justin Bieber)","Billie Eilish",217670,https://open.spotify.com/track/3yNZ5r3LKfdmjoS3gkhUCT
100,"Chica Paranormal","Paulo Londra",216683,https://open.spotify.com/track/3krzcyMKlRXjVkJFZqMN4t
101,"Spaghetti del Rock",Divididos,214605,https://open.spotify.com/track/6rg1MBZqggsQ5olFGTw0rr
102,"Nena Maldición (feat. Lenny Tavárez)","Paulo Londra",212176,https://open.spotify.com/track/77dMSg2VHi2wwXjXNrmcrZ
103,"Latina (feat. Maluma)",Reykon,206081,https://open.spotify.com/track/00Ia46AgCNfnXjzgH8PIKH
104,"Amor Genuino",Ozuna,205708,https://open.spotify.com/track/6pK5edDoyrn4mWwRSVc2a5
105,Baby,Amenazzy,204812,https://open.spotify.com/track/2IA8cFA46DkjgbsRG7kKbp
106,"Consejo de Amor",TINI,204803,https://open.spotify.com/track/3za3hxbolwmy9AeUpWzuRE
107,"Sol y Luna",Duki,204739,https://open.spotify.com/track/1WMMrUKNFsnEG2csDURxhb
108,"Amigos Con Derechos",Reik,203660,https://open.spotify.com/track/4yVO0wOhXsZC1RuPgHP524
109,"How Do You Sleep?","Sam Smith",203530,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
110,"Ta To Gucci (Remix)",Cauty,202894,https://open.spotify.com/track/7kuRvjpeUcn6qNV9IBXC2C
111,"La Cartera",Farruko,202772,https://open.spotify.com/track/1g2Z2lOrwayOzDqOc8EfbR
112,"Bohemian Rhapsody - 2011 Mix",Queen,201043,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
113,"Puntos Suspensivos","Piso 21",199141,https://open.spotify.com/track/04cd1MHVq1D8v1nuTZoCdv
114,Crimen,"Gustavo Cerati",197723,https://open.spotify.com/track/3oqWr0jDWNXxWufNogGREp
115,TERRAZA,WOS,196921,https://open.spotify.com/track/6cLWKCBNawunqBHmyzdG7v
116,"Shape of You","Ed Sheeran",195275,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
117,"Trátame Suavemente - Remasterizado 2007","Soda Stereo",193535,https://open.spotify.com/track/65DBZofI0b79kfHTcWWDuU
118,Creo,Callejeros,191805,https://open.spotify.com/track/5Bi9Cq5oVFy1OtUgecbegZ
119,"Vaina Loca",Ozuna,191438,https://open.spotify.com/track/48zFZh27QU5qsrBjn4C2FA
120,"BZRP Music Sessions, Vol. 3 (feat. Paco Amoroso)",Bizarrap,190736,https://open.spotify.com/track/6GIJ1H3QklpRlRVaMG2r7j
121,"Nunca quise",Intoxicados,190620,https://open.spotify.com/track/0ZAJ660VP57lLK4U7NlGOy
122,"La Boca - Remix","Mau y Ricky",189125,https://open.spotify.com/track/2EEmzqzM70CybVspgM7YRT
123,"Seguir Viviendo Sin Tu Amor","Luis Alberto Spinetta",188495,https://open.spotify.com/track/2qBirMakpTdz9ymxrZEyzg
124,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",188420,https://open.spotify.com/track/5BRUlCrkTljRTux8BUPUDp
125,Zafar,"La Vela Puerca",186171,https://open.spotify.com/track/1wIUWGdTdhVk5gIPd0ULxX
126,"Lindo Pero Bruto",Thalía,186158,https://open.spotify.com/track/5RLBZePs33aN2F8uCzcSeo
127,Imposible,"Luis Fonsi",185623,https://open.spotify.com/track/4cuGZb0iFyHtwaSKdKrJkF
128,Believer,"Imagine Dragons",185133,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
129,"Tan Solo","Los Piojos",184736,https://open.spotify.com/track/6vNaGz1KH44XJ9zRyCE81I
130,"Sin Pijama","Becky G",184659,https://open.spotify.com/track/2ijef6ni2amuunRoKTlgww
131,Perfect,"Ed Sheeran",183040,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
132,"NI BIEN NI MAL","Bad Bunny",181628,https://open.spotify.com/track/278kSqsZIiYp8p3QjYAqa8
133,"No Hay Nadie Más","Sebastian Yatra",180405,https://open.spotify.com/track/3IPJg1sdqLj12kFIndaonN
134,"Por Que Te Vas",TINI,179708,https://open.spotify.com/track/70c9sdkTnDiehSDOCxCnDc
135,"Ola Mina XD",CA7RIEL,179336,https://open.spotify.com/track/5EGtKsNi2Ad53hfRhckhol
136,"No Lo Entiendo",Bhavi,178840,https://open.spotify.com/track/2pfV8fZZdLRsZYatVGKlUq
137,"Juntos a la Par",Pappo,178054,https://open.spotify.com/track/1Ig4pCPanhzXl7C86MmBUc
138,"A Solas - Remix",Lunay,176281,https://open.spotify.com/track/77MsQNnI0Co0UZOkPyuid3
139,"2 Pa' 2",Rombai,175147,https://open.spotify.com/track/1Vd3YqV8DYS1U3rsJads3H
140,PPP,"Kevin Roldan",174618,https://open.spotify.com/track/1DcxnVNFAyVl2sDQ646pXS
141,Dímelo,"Paulo Londra",173465,https://open.spotify.com/track/4DDrWnqgD1IdMvbpJXdoO9
142,Aleluya,Reik,172313,https://open.spotify.com/track/23CsjGOYDQiJpX44BSn9TM
143,"Goodbyes (Feat. Young Thug)","Post Malone",170712,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
144,"Mil Horas","Los Abuelos De La Nada",170575,https://open.spotify.com/track/6sBgH04G1edCBg7eC8rIdl
145,Nada,Cazzu,170524,https://open.spotify.com/track/7DOh0tBGnyMt6C5OO7o8Yq
146,"La Mentira - Remix",Brytiago,170501,https://open.spotify.com/track/4jBpZsZ9qx3cZhoEfuKElF
147,"De Cero",CNCO,168969,https://open.spotify.com/track/4XfCa8VFYeTsKbXrVlpKIa
148,Solita,Sech,168950,https://open.spotify.com/track/0tJCo71s7HT9Mu5Z4juuLw
149,"No Lo Trates",Pitbull,168468,https://open.spotify.com/track/4gqMVEJSaL5nNeKj5WmVoT
150,"Maldita Abusadora","Paulo Londra",167488,https://open.spotify.com/track/2l7CpLcHxJeiWibGWftnew
151,"Tu Recuerdo",C.R.O,167394,https://open.spotify.com/track/5lH2ThSxHiT4jYHWxRmKJh
152,"Ya No Más","Pilar Pascual",167073,https://open.spotify.com/track/4JmQQuj05sQD6hMfKFzcoR
153,"South of the Border (feat. Camila Cabello & Cardi B)","Ed Sheeran",166868,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk
154,"So Fresh","Paulo Londra",166610,https://open.spotify.com/track/4Egu7kAjEmygXrtX2n7AIV
155,"Dillom: Bzrp Music Sessions, Vol. 9",Bizarrap,165952,https://open.spotify.com/track/1JY48zKQs16W0necdEl0M8
156,DOLLAR,"Becky G",165938,https://open.spotify.com/track/4ziiAuFyXiY1HNSLGM1xv8
157,"Every Breath You Take","The Police",165870,https://open.spotify.com/track/1JSTJqkT5qHq8MDJnJbRE1
158,"Me Rehúso","Danny Ocean",164609,https://open.spotify.com/track/6ifUES3keWjwXgae8pXI3o
159,"Sigo Fresh",Fuego,164546,https://open.spotify.com/track/50KdtoOHAI2Bp15YifdP02
160,"Romeo y Julieta","Paulo Londra",164531,https://open.spotify.com/track/3lSfq8WiDcQXEn8sqHCTZZ
161,"Me Gusta","Ciro y los Persas",164328,https://open.spotify.com/track/3pMo77B4r1NwwIK78lO4xf
162,Swing,"Danny Ocean",164232,https://open.spotify.com/track/4DbhxwlkhTbCTqlZptxmI6
163,"Muito Calor",Ozuna,163497,https://open.spotify.com/track/5uVgsAzjO6eJR06VPrqUga
164,"Y Yo No Sé","Paulo Londra",163168,https://open.spotify.com/track/5tCIr5bTv77OTVBvwLtlSM
165,Vuelve,"Sebastian Yatra",162348,https://open.spotify.com/track/3wGRfBDRNQb0nFDFrUPvq6
166,"Another One Bites The Dust - Remastered 2011",Queen,160653,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7
