,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Fresa,TINI,1907885,https://open.spotify.com/track/4BCPItsB94KDLuERZT3aNM
2,China,"Anuel AA",1731349,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK
3,Goteo,Duki,1630971,https://open.spotify.com/track/1EoEU4HY57qaITp06TkC6B
4,Oye,TINI,1569180,https://open.spotify.com/track/09nSCeCs6eYfAIJVfye1CE
5,"Adicto (with Anuel AA & Ozuna)",Tainy,1514254,https://open.spotify.com/track/3jbT1Y5MoPwEIpZndDDwVq
6,Tutu,Camilo,1454117,https://open.spotify.com/track/1nocRtwyNPVtGcIJqfgdzZ
7,CANGURO,WOS,1389324,https://open.spotify.com/track/2UAWYufVaO3EnUUNzl0ppO
8,Quizas,"Rich Music LTD",1293019,https://open.spotify.com/track/5Id5B3dxJZhPcV9GzgYZZe
9,"Si Te Vas",Sech,1292657,https://open.spotify.com/track/6Y4PDQv4XjYjHLeLmvyOt0
10,"No Me Conoce - Remix","Jhay Cortez",1227456,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P
11,"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix","Justin Quiles",1120975,https://open.spotify.com/track/1ndyl3wJCFs872XZ3ztPk6
12,Callaita,"Bad Bunny",1091270,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
13,"Yo x Ti, Tu x Mi",ROSALÍA,1066137,https://open.spotify.com/track/7BlBVFwvbWvcwNcUarQmjk
14,"MELÓN VINO",WOS,1041003,https://open.spotify.com/track/5uHAzGa4d9j35DEbhUwGhi
15,"LA CANCIÓN","J Balvin",1037651,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18
16,Fantasias,"Rauw Alejandro",1024363,https://open.spotify.com/track/6mAN61JH0dzyZpWslS11jy
17,"Nicki Nicole: Bzrp Music Sessions, Vol. 13",Bizarrap,981422,https://open.spotify.com/track/2S93hylQBYLndMnaJuso8S
18,"Trueno: Bzrp Music Sessions, Vol. 16",Bizarrap,976259,https://open.spotify.com/track/7ouulWlZPefmEIGYWNyiPH
19,"Soltera - Remix",Lunay,943879,https://open.spotify.com/track/1c0hsvHLELX6y8qymnpLKL
20,"Otro Trago - Remix",Sech,942846,https://open.spotify.com/track/4bTZeO72FwMa6wKOiqoynL
21,"El Favor (with Nicky Jam & Sech, feat. Farruko, Zion & Lunay)","Dímelo Flow",878507,https://open.spotify.com/track/684EjRHwNsZQ9hCQxL4NYL
22,Señorita,"Shawn Mendes",842735,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
23,C90,"John C",840637,https://open.spotify.com/track/3ys72Tl1Texh8GM1OKaKor
24,"11 PM",Maluma,808152,https://open.spotify.com/track/7KbF6AdprOXEEHlsq11Z6d
25,FRESCO,WOS,795909,https://open.spotify.com/track/0blWPYAfbvpRLVHUcmqmmj
26,"Que Tire Pa Lante","Daddy Yankee",787247,https://open.spotify.com/track/6RyaV7owmVU6fzEPE17sF1
27,"Tal Vez","Paulo Londra",773238,https://open.spotify.com/track/5jW3rF4URMdK7tO2xjS5EI
28,Indeciso,Reik,768400,https://open.spotify.com/track/59s0s39NFWScuHDbHytI14
29,Bellaquita,Dalex,730282,https://open.spotify.com/track/1tpbAGsGpZee5jDHMcLrUJ
30,"Con Altura",ROSALÍA,723421,https://open.spotify.com/track/2qG5sZ7Si6sdK74qLxedYM
