,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Goteo,Duki,2464849,https://open.spotify.com/track/1EoEU4HY57qaITp06TkC6B
2,China,"Anuel AA",2319729,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK
3,CANGURO,WOS,2153116,https://open.spotify.com/track/4wyNKAZe82BNlp2lHiR1FX
4,"Nicki Nicole: Bzrp Music Sessions, Vol. 13",Bizarrap,1862097,https://open.spotify.com/track/2S93hylQBYLndMnaJuso8S
5,Tutu,Camilo,1778507,https://open.spotify.com/track/1nocRtwyNPVtGcIJqfgdzZ
6,"Otro Trago - Remix",Sech,1441433,https://open.spotify.com/track/4bTZeO72FwMa6wKOiqoynL
7,"MELÓN VINO",WOS,1413225,https://open.spotify.com/track/7xQgtdHA1NHFTmomE2XHhi
8,Callaita,"Bad Bunny",1404841,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
9,"No Me Conoce - Remix","Jhay Cortez",1321606,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P
10,"Soltera (Remix)",Lunay,1301052,https://open.spotify.com/track/2qMnZF5Ja2WvmfbblByQza
11,"LA CANCIÓN","J Balvin",1273482,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18
12,Fresa,TINI,1244764,https://open.spotify.com/track/4BCPItsB94KDLuERZT3aNM
13,Señorita,"Shawn Mendes",1210765,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
14,"Yo x Ti, Tu x Mi",ROSALÍA,1169851,https://open.spotify.com/track/7BlBVFwvbWvcwNcUarQmjk
15,"Adicto (with Anuel AA & Ozuna)",Tainy,1150153,https://open.spotify.com/track/3jbT1Y5MoPwEIpZndDDwVq
16,"11 PM",Maluma,1090655,https://open.spotify.com/track/7KbF6AdprOXEEHlsq11Z6d
17,"Frijo: Bzrp Music Sessions, Vol. 10",Bizarrap,1045784,https://open.spotify.com/track/0m9LriWYZaNi5PesRbFqsb
18,"Tal Vez","Paulo Londra",980637,https://open.spotify.com/track/5jW3rF4URMdK7tO2xjS5EI
19,"Con Altura",ROSALÍA,921303,https://open.spotify.com/track/2qG5sZ7Si6sdK74qLxedYM
20,"Wapo Traketero","Nicki Nicole",912846,https://open.spotify.com/track/5ctNuquTVDsfMb9jKzsYu0
21,"Años Luz","Nicki Nicole",902934,https://open.spotify.com/track/4SQFu2eDYHTD9DdRVG3vU3
22,"Trueno: Bzrp Freestyle Sessions, Vol. 6",Bizarrap,869180,https://open.spotify.com/track/1DckcUSLpCfYsD1htu4JnF
23,"Si Se Da - Remix","Myke Towers",856752,https://open.spotify.com/track/6K5BsR04ijf3FHNzjbaagD
24,Cuaderno,Dalex,855291,https://open.spotify.com/track/7anSoGdgtmJTAPZBzcPhO6
25,"Kiddo Toto: Bzrp Music Sessions, Vol. 11",Bizarrap,836813,https://open.spotify.com/track/7jJV6hcqjD76gbu7TG67k8
26,22,TINI,825545,https://open.spotify.com/track/07L6tEZIfCX3GZAWCpGj0e
27,"Pa Mí - Remix",Dalex,810542,https://open.spotify.com/track/7g8YaUQABMal0zWe7a2ijz
28,"Que Mas Pues - Remix",Sech,784741,https://open.spotify.com/track/7fODjB7BrQTGqh0hogW6XD
29,"QUE PRETENDES","J Balvin",773263,https://open.spotify.com/track/25ZAibhr3bdlMCLmubZDVt
30,Runaway,"Sebastian Yatra",764016,https://open.spotify.com/track/7BuSE9uTIw931wtZYzvZcQ
31,"La Boca - Remix","Mau y Ricky",719956,https://open.spotify.com/track/2EEmzqzM70CybVspgM7YRT
32,"El Efecto","Rauw Alejandro",717451,https://open.spotify.com/track/4SJHHpKhcuXwDsCsPqshXj
33,"Te Robaré","Nicky Jam",707860,https://open.spotify.com/track/6v0lAdFF4haL8xjBIUjtOw
34,Diavla,"Chris Viz",702950,https://open.spotify.com/track/1KfrcxnOLyDhd3p4hGrhVe
35,"Por Eso Vine","Paulo Londra",695907,https://open.spotify.com/track/5qN1G8fSHq4Sv5FRoOkNGu
36,"El Favor (with Nicky Jam & Sech, feat. Farruko, Zion & Lunay)","Dímelo Flow",649325,https://open.spotify.com/track/684EjRHwNsZQ9hCQxL4NYL
37,"Rebota - Remix",Guaynaa,646166,https://open.spotify.com/track/3dWpRjCmaHbroNahuSeX11
38,"Nothing On You (feat. Paulo Londra & Dave)","Ed Sheeran",640645,https://open.spotify.com/track/2qRN7PWiHRLprw4FpDeI9N
39,"Verte Ir","DJ Luian",634269,https://open.spotify.com/track/4lzxJ4jCuFDXXGkE1LmpKR
40,"Otro Trago",Sech,629558,https://open.spotify.com/track/1Ej96GIBCTvgH7tNX1r3qr
41,Atrévete,"Nicky Jam",621779,https://open.spotify.com/track/3KekO5WUfJsh7kYU9o2w50
42,"Loco Contigo (feat. J. Balvin & Tyga)","DJ Snake",577061,https://open.spotify.com/track/6osaMSJh9NguagEDQcZaKx
43,Bellacoso,Residente,555189,https://open.spotify.com/track/1kMUGCt7XLDc5Q64Vl0H8S
44,"Adan y Eva","Paulo Londra",535485,https://open.spotify.com/track/132ALUzVLmqYB4UsBj5qD6
45,Cristina,"Sebastian Yatra",533311,https://open.spotify.com/track/703iVQrfbQsXt7Uzgy1h8k
46,"Solo Pienso En Ti (feat. De La Ghetto & Justin Quiles)","Paulo Londra",524052,https://open.spotify.com/track/3H9GDhVVTlmFQSmpt51qiP
47,"Suéltate El Pelo",TINI,513475,https://open.spotify.com/track/7dK9ncfHtROhbYCtElBqfU
48,"Dillom: Bzrp Music Sessions, Vol. 9",Bizarrap,504051,https://open.spotify.com/track/1JY48zKQs16W0necdEl0M8
49,"Tumbando el Club (feat. C.R.O, Obiewanshot, Ysy A, Cazzu, Khea, Lucho SSJ, Coqeéin Montana, Marcianos Crew & Duki) - Remix","Neo Pistea",498572,https://open.spotify.com/track/0OWcpVA83HI8Pb5DybDuoX
50,Indeciso,Reik,466919,https://open.spotify.com/track/59s0s39NFWScuHDbHytI14
51,"Con Calma","Daddy Yankee",463914,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
52,"Traje unos tangos","Ysy A",455342,https://open.spotify.com/track/2fY4RMsZUohBLEIH308TDT
53,Desconocidos,"Mau y Ricky",448630,https://open.spotify.com/track/56f5qnyAlZdlz8wrUDA50h
54,"Un Año","Sebastian Yatra",447323,https://open.spotify.com/track/2vrpcQNg6itmgVZWsNjWe0
55,HP,Maluma,445738,https://open.spotify.com/track/1LIqNVhaIgxXUt2eVoIQJ3
56,Velitas,Darell,443753,https://open.spotify.com/track/7q3NthaBqFI6s0WnAlnIvq
57,"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix","Justin Quiles",442760,https://open.spotify.com/track/1ndyl3wJCFs872XZ3ztPk6
58,"Te Olvidaré",MYA,426232,https://open.spotify.com/track/4jrZI0XdexLjrHlBwLbhzL
59,"La Boca","Mau y Ricky",420648,https://open.spotify.com/track/0UQwlF2pRkr1lMN6kNNUj3
60,"Te Soñé de Nuevo",Ozuna,416666,https://open.spotify.com/track/7lR4UmEDJ1ngczVX2NiNi4
61,"Ya No Mas","Fer Palacio",407327,https://open.spotify.com/track/4dqoJHdxf9Ez4DDqGh2PBc
62,Secreto,"Anuel AA",407101,https://open.spotify.com/track/5W83ErFkO3aKAIS1WMi6u0
63,"Mesita: Bzrp Music Sessions, Vol. 12",Bizarrap,406986,https://open.spotify.com/track/3HxP2g1l2jc9r1QgrA3dmf
64,DOLLAR,"Becky G",401399,https://open.spotify.com/track/4ziiAuFyXiY1HNSLGM1xv8
65,Hitboy,Duki,400878,https://open.spotify.com/track/624AL3EwsrgGIp6bdwmXgo
66,"Si Supieras","Daddy Yankee",397575,https://open.spotify.com/track/7MRU4vOkywuhZ9kbFiPuiu
67,TERRAZA,WOS,395541,https://open.spotify.com/track/6cLWKCBNawunqBHmyzdG7v
68,"No Soy Yo",Emilia,395107,https://open.spotify.com/track/67OKX8DNYygddabwIjExsp
69,"BZRP Music Sessions, Vol. 3 (feat. Paco Amoroso)",Bizarrap,392933,https://open.spotify.com/track/6GIJ1H3QklpRlRVaMG2r7j
70,"Calma - Remix","Pedro Capó",388069,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4
71,"Quien Empezó","j mena",385289,https://open.spotify.com/track/1GUxtL2cLMXrtkBgjDevOp
72,"Te Quemaste","Manuel Turizo",382915,https://open.spotify.com/track/4fj7e6Tc48Bmomwyz2Z2XC
73,"Pekeño 77: Bzrp Music Sessions, Vol. 5",Bizarrap,381251,https://open.spotify.com/track/1j44jBqva5YwRKsbYF3tPA
74,"bad guy","Billie Eilish",369562,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
75,"La Cobra","j mena",362828,https://open.spotify.com/track/1tyJADhbLubvWFsRmmojMj
76,Lalala,Y2K,362620,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
77,"Baila Conmigo (feat. Kelly Ruiz)",Dayvi,342001,https://open.spotify.com/track/4Clmg1g8n2yBYG13Z1oSdG
78,"Contra La Pared","Sean Paul",340589,https://open.spotify.com/track/37eGbhE1xVFSvcKkqGb6i1
79,"No Puedo","Paulo Londra",335215,https://open.spotify.com/track/6MbSMSXrSlvsyHf4kcaLQi
80,"Mucha Data",Cazzu,330944,https://open.spotify.com/track/57x0IGrEHEdoy5QMBlcitJ
81,"Visto a las 00:00",Cazzu,326827,https://open.spotify.com/track/0m1zfGk4oYfj4NxBLNheHZ
82,"No Se Me Quita (feat. Ricky Martin)",Maluma,325523,https://open.spotify.com/track/1GBLO0NFODuL31A5fgw0uR
83,OUKE,CA7RIEL,320910,https://open.spotify.com/track/02vK8PPOQPDcbxNe4YHdme
84,"La Playa","Myke Towers",315755,https://open.spotify.com/track/0jeS8PyyIRAG0A3t5DtL71
85,Amanece,"Anuel AA",311017,https://open.spotify.com/track/1LiN0Z98FkR1t0m8KmLcAH
86,"Mírame - Remix","Nio Garcia",305697,https://open.spotify.com/track/53uKGbcMjEc2gIWbfmvpdS
87,"Cristina (feat. Shelow Shaq)",Maffio,299160,https://open.spotify.com/track/2egI1hFZDAYrkCgtepoore
88,"Se Acabó","j mena",296989,https://open.spotify.com/track/1v3eFFhvARF8pHEDiCeRQI
89,ANIMAL,Acru,296549,https://open.spotify.com/track/06b0Au6pvZiO03eKTCvgWh
90,"Sin Culpa (feat. DrefQuila)",Duki,292261,https://open.spotify.com/track/3dLiBBKbeUIhzGNeuo5JGS
91,Delincuente,Farruko,291357,https://open.spotify.com/track/3TqLIW3qd4qFYkfYsBjVN6
92,"Si Se Da","Myke Towers",288097,https://open.spotify.com/track/5KbBGUpIZd6gVFUU8tqYiQ
93,"Cuando Te Besé","Becky G",284324,https://open.spotify.com/track/2XXMDz7SPZ4mSFN1PXfHUy
94,"CA7RIEL: Bzrp Music Sessions, Vol.14",Bizarrap,284295,https://open.spotify.com/track/0qYRQHFvcav8qBhmr7uKlx
95,ANDRÓMEDA,WOS,282085,https://open.spotify.com/track/4Pa73QAWSryyKavXNyVbUA
96,"Cuerpo en Venta",Noriel,280568,https://open.spotify.com/track/2B94bbI1a4LyBpK1439oP7
97,"Date La Vuelta","Luis Fonsi",280154,https://open.spotify.com/track/5lwVd35Zg6DJ4qibVMq99H
98,Ocean,"KAROL G",274895,https://open.spotify.com/track/6qoIFQfdmaQF9A1gb67tR7
99,"Te Vi","Piso 21",273091,https://open.spotify.com/track/059bcIhyc2SBwm6sw2AZzd
100,"I Don't Care (with Justin Bieber)","Ed Sheeran",273058,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
101,"Homerun (Intro)","Paulo Londra",272786,https://open.spotify.com/track/7kh95COsNZjnTmc6aF76n7
102,Detenido,"Pekeño 77",272710,https://open.spotify.com/track/5W6445TK7A4ZU0WR6iGKZz
103,PURPURA,WOS,269948,https://open.spotify.com/track/0RHazYjaRGLIYPvn6mtRWY
104,"Ella Quiere Beber - Remix","Anuel AA",262244,https://open.spotify.com/track/3f5lA8nnc4YYF1qf78WpHw
105,Crimen,"Gustavo Cerati",259780,https://open.spotify.com/track/3oqWr0jDWNXxWufNogGREp
106,"TRAPPERZ A Mafia Da Sicilia (feat. MC Davo & Fuego)","Felp 22",258458,https://open.spotify.com/track/1KfIZjptrvN6jUpUzzRYiD
107,"Spaghetti del Rock",Divididos,256561,https://open.spotify.com/track/6rg1MBZqggsQ5olFGTw0rr
108,"Me Vas a Extrañar - En Vivo","Damas Gratis",256337,https://open.spotify.com/track/3CACzG9I3AoKUKA3ODE5zW
109,"Trátame Suavemente - Remasterizado 2007","Soda Stereo",255135,https://open.spotify.com/track/65DBZofI0b79kfHTcWWDuU
110,"Seguir Viviendo Sin Tu Amor","Luis Alberto Spinetta",244741,https://open.spotify.com/track/2qBirMakpTdz9ymxrZEyzg
111,Shallow,"Lady Gaga",243170,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
112,"Baila Baila Baila - Remix",Ozuna,242636,https://open.spotify.com/track/7mWFF4gPADjTQjC97CgFVt
113,"Juntos a la Par",Pappo,241716,https://open.spotify.com/track/1Ig4pCPanhzXl7C86MmBUc
114,Aleluya,Reik,237582,https://open.spotify.com/track/23CsjGOYDQiJpX44BSn9TM
115,Bellaquita,Dalex,235991,https://open.spotify.com/track/1tpbAGsGpZee5jDHMcLrUJ
116,"Forever Alone","Paulo Londra",235747,https://open.spotify.com/track/4b2V2ZuTYELubat4l5qZaE
117,Créeme,"KAROL G",235666,https://open.spotify.com/track/4EKZsrsCKyqr64FBHLc0DU
118,Adictiva,"Daddy Yankee",235625,https://open.spotify.com/track/6MJUCumnQsQEKbCy28tbCP
119,"Me Gusta","Ciro y los Persas",235038,https://open.spotify.com/track/3pMo77B4r1NwwIK78lO4xf
120,Fantasias,"Rauw Alejandro",234166,https://open.spotify.com/track/6mAN61JH0dzyZpWslS11jy
121,"Ya No Tiene Novio","Sebastian Yatra",232455,https://open.spotify.com/track/7uQmJ1jgNzBpATSoWKSPFu
122,"Blunted Vato: Bzrp Music Sessions, Vol. 4",Bizarrap,230783,https://open.spotify.com/track/52Ihu3LJ5du5OQUXmw7Y1G
123,"Quiero Volver",TINI,227451,https://open.spotify.com/track/5NrIX1ozc9LGt19ISgPDIY
124,"Bohemian Rhapsody - 2011 Mix",Queen,225609,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
125,"Consejo de Amor",TINI,225376,https://open.spotify.com/track/3za3hxbolwmy9AeUpWzuRE
126,"Me Muero de Amor - En Vivo","Damas Gratis",224621,https://open.spotify.com/track/1vX3eIWSPr9EH3nSy1JhMN
127,Reggaeton,"J Balvin",221877,https://open.spotify.com/track/2D3z17LBMJ2HEHeBFFjTLi
128,Aullando,"Wisin & Yandel",220675,https://open.spotify.com/track/7BuHdm4lQqcyG3qTwdkxus
129,"Cómo estás","Ke Personajes",220411,https://open.spotify.com/track/6bLvfGI2XeU5DTl8feuNrk
130,Zafar,"La Vela Puerca",219976,https://open.spotify.com/track/1wIUWGdTdhVk5gIPd0ULxX
131,"Esclavo de Tus Besos","Manuel Turizo",219869,https://open.spotify.com/track/0WpwK09agFbwEUaNrGnXoe
132,Creo,Callejeros,219811,https://open.spotify.com/track/5Bi9Cq5oVFy1OtUgecbegZ
133,"Cien Años","Abel Pintos",218469,https://open.spotify.com/track/1HroyPv5zqHJI35kqObRLy
134,"Tan Solo","Los Piojos",218186,https://open.spotify.com/track/6vNaGz1KH44XJ9zRyCE81I
135,"Mil Horas","Los Abuelos De La Nada",217479,https://open.spotify.com/track/6sBgH04G1edCBg7eC8rIdl
136,"Una Vida Para Recordar","Piso 21",214265,https://open.spotify.com/track/7pxL0DzPpCjjcdfQccvnus
137,"Nunca quise",Intoxicados,211576,https://open.spotify.com/track/0ZAJ660VP57lLK4U7NlGOy
138,Circles,"Post Malone",209676,https://open.spotify.com/track/51MMC5DogGZAnHil5HQAXg
139,Recalienta,Emilia,208060,https://open.spotify.com/track/2O0WiTabKj4e5CdY1mIFe4
140,"No Te Creas Tan Importante - En Vivo","Damas Gratis",207526,https://open.spotify.com/track/3trowLiYwwOoiwapLISNyk
141,"DJ No Pare","Justin Quiles",206392,https://open.spotify.com/track/7DfDNDtQTz4Jda9Y4rBOVH
142,Zigzag,Bhavi,205843,https://open.spotify.com/track/6onJ9L9XvgDuXJab5LtQTI
143,24K,Frijo,205418,https://open.spotify.com/track/1sbxPVKNi6OLUdTHRrbd5A
144,Nada,Cazzu,204250,https://open.spotify.com/track/7DOh0tBGnyMt6C5OO7o8Yq
145,Gan-Ga,"Bryant Myers",201291,https://open.spotify.com/track/2J3jxgfp6GWoBsMPIa20oC
146,Believer,"Imagine Dragons",201176,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
147,"Old Town Road - Remix","Lil Nas X",200796,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG
148,"How Do You Sleep?","Sam Smith",200527,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
149,Puente,"Gustavo Cerati",199563,https://open.spotify.com/track/6gwaa6ElIixNTvu6RwkMyo
150,"Kemba Walker","Eladio Carrion",199237,https://open.spotify.com/track/38kLHBjtWJaPXcyFhwRVtI
151,Superglue,Dillom,197208,https://open.spotify.com/track/2IpcmLHyI2eOtFpZLRgomq
152,Adiós,"Gustavo Cerati",195720,https://open.spotify.com/track/1rh4kDY9T4fHVDum8Foi5k
153,"Nena Maldición (feat. Lenny Tavárez)","Paulo Londra",195380,https://open.spotify.com/track/77dMSg2VHi2wwXjXNrmcrZ
154,Personalmente,"Las Pelotas",195096,https://open.spotify.com/track/7q7XFO9av9VpNJSXKJwJxD
155,"Amigos Con Derechos",Reik,194333,https://open.spotify.com/track/4yVO0wOhXsZC1RuPgHP524
156,"El efecto - Remix","DJ Alex",194280,https://open.spotify.com/track/4LRYdLim72NkkWlBBgKOZG
157,"Chica Paranormal","Paulo Londra",194244,https://open.spotify.com/track/3krzcyMKlRXjVkJFZqMN4t
158,"Punto G","KAROL G",194018,https://open.spotify.com/track/2E82gORVSA7UMEz5M1IP3b
159,"Me Voy",Rombai,193874,https://open.spotify.com/track/22sESxzbY1O1E19xjOTaYf
160,"Pasos Al Costado",Turf,193154,https://open.spotify.com/track/7upAH0ezzsThyvr33YKn4u
161,"Una Nueva Noche Fría",Callejeros,192097,https://open.spotify.com/track/39KmBOGkD1ztCbVeo2uspA
162,"Uno más uno","DJ Alex",191876,https://open.spotify.com/track/56HBkP5mBsUALQnstFiqIY
163,Chau,"No Te Va Gustar",190932,https://open.spotify.com/track/3uP1USIwwDpOA8uw0LjY2P
164,Flaca,"Andrés Calamaro",190495,https://open.spotify.com/track/1p7m9H4H8s0Y7SgRm7j3ED
165,"7 rings","Ariana Grande",190438,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
166,"Un Poco de Amor Francés","Patricio Rey y sus Redonditos de Ricota",189961,https://open.spotify.com/track/1MRhIdcloOD0uiiG3ybXGX
167,"Que Le De","Rauw Alejandro",189548,https://open.spotify.com/track/08aYFNUTIOMGq93e2VSArQ
168,"No Hay Nadie Más","Sebastian Yatra",189356,https://open.spotify.com/track/3IPJg1sdqLj12kFIndaonN
169,"The Scientist",Coldplay,188724,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle
170,"La Respuesta","Becky G",187718,https://open.spotify.com/track/2fOjendzUzepHwR9QrVyYF
171,"MIA (feat. Drake)","Bad Bunny",187340,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
172,"De Cero",CNCO,185763,https://open.spotify.com/track/4XfCa8VFYeTsKbXrVlpKIa
173,"Amor (Ft. Mon Laferte) - MTV Unplugged","Los Auténticos Decadentes",184812,https://open.spotify.com/track/1QjfU3jkGInap7Vm9lVJIQ
174,Inocente,"Myke Towers",184554,https://open.spotify.com/track/07eET3PAzpSz5CLE4wGgN5
175,"Demasiado Loco","Paulo Londra",184270,https://open.spotify.com/track/1algWk375QvT1XNJJbRsGM
176,"Beautiful People (feat. Khalid)","Ed Sheeran",184236,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
177,"A Las Nueve","No Te Va Gustar",183984,https://open.spotify.com/track/68cko9zdsKwaxgb98sF36S
178,"En Cero",Yandel,182691,https://open.spotify.com/track/51uLQESb4VnYAbs5WtGxho
179,Liar,"Camila Cabello",182342,https://open.spotify.com/track/7LzouaWGFCy4tkXDOOnEyM
180,Bonita,Juanes,181899,https://open.spotify.com/track/0gcOnIUKIG6JF56iFUfE0p
181,"La Clase",Cazzu,181474,https://open.spotify.com/track/5nLJL6DLanZaAq8DVkBs62
182,"Por Que Te Vas",TINI,181389,https://open.spotify.com/track/70c9sdkTnDiehSDOCxCnDc
183,"11 Y 6","Fito Paez",180830,https://open.spotify.com/track/2PkTjm1QAJCZbJ9MqC4RqA
184,"Puntos Suspensivos","Piso 21",180810,https://open.spotify.com/track/04cd1MHVq1D8v1nuTZoCdv
185,Disfruto,"Ke Personajes",180347,https://open.spotify.com/track/1v4ggzkdNysd77L7oJ6GmU
186,"Goodbyes (Feat. Young Thug)","Post Malone",180288,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
187,"Contando Lunares (feat. Cruz Cafuné)","Don Patricio",180193,https://open.spotify.com/track/6uW0PIRcyZLvkoonm763xD
188,"Tan Lejos","No Te Va Gustar",179910,https://open.spotify.com/track/44m9PAUZYeOEGeaTYh6NAl
189,Oncemil,"Abel Pintos",179374,https://open.spotify.com/track/3y5ahYM9zwyOCt3mieZ0PZ
190,"Campanas en la Noche","Los Tipitos",178935,https://open.spotify.com/track/0C9V5jMElp7laZZdsCHufD
191,Mirenla,"Ciro y los Persas",178629,https://open.spotify.com/track/027NtsXW0vpDFhzxsJKmTL
192,"Un Ángel para Tu Soledad","Patricio Rey y sus Redonditos de Ricota",178618,https://open.spotify.com/track/7fbuABzGfagLWkI54bxL6c
193,"No Te Vayas",Camilo,177863,https://open.spotify.com/track/4k9byIhs9ppbYWE22waJMB
194,"Another One Bites The Dust - Remastered 2011",Queen,177549,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7
195,"Shape of You","Ed Sheeran",176848,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
196,"Vaina Loca",Ozuna,176712,https://open.spotify.com/track/48zFZh27QU5qsrBjn4C2FA
197,"A las Nueve","No Te Va Gustar",176685,https://open.spotify.com/track/0CgpCtEPvyDizcg2p47VrU
198,"Dos Corazones","j mena",176032,https://open.spotify.com/track/3vpJ9JJpP4HFfysSc50IMC
199,Shameless,"Camila Cabello",175756,https://open.spotify.com/track/3UYiU57SMiAS5LqolhHJw1
200,"Sin Pijama","Becky G",174834,https://open.spotify.com/track/2ijef6ni2amuunRoKTlgww
