,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,China,"Anuel AA",2717637,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK
2,"Otro Trago - Remix",Sech,2187891,https://open.spotify.com/track/4bTZeO72FwMa6wKOiqoynL
3,Callaita,"Bad Bunny",1894200,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
4,"Soltera - Remix",Lunay,1753723,https://open.spotify.com/track/1c0hsvHLELX6y8qymnpLKL
5,Señorita,"Shawn Mendes",1528804,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
6,"Otro Trago",Sech,1521330,https://open.spotify.com/track/1Ej96GIBCTvgH7tNX1r3qr
7,"No Me Conoce - Remix","Jhay Cortez",1426102,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P
8,"Tal Vez","Paulo Londra",1316062,https://open.spotify.com/track/5jW3rF4URMdK7tO2xjS5EI
9,"LA CANCIÓN","J Balvin",1202234,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18
10,Cuaderno,Dalex,1169705,https://open.spotify.com/track/7anSoGdgtmJTAPZBzcPhO6
11,"Pa Mí - Remix",Dalex,1161362,https://open.spotify.com/track/7g8YaUQABMal0zWe7a2ijz
12,"Con Altura",ROSALÍA,1161301,https://open.spotify.com/track/2qG5sZ7Si6sdK74qLxedYM
13,"11 PM",Maluma,1065187,https://open.spotify.com/track/7KbF6AdprOXEEHlsq11Z6d
14,22,TINI,1065063,https://open.spotify.com/track/07L6tEZIfCX3GZAWCpGj0e
15,"Nothing On You (feat. Paulo Londra & Dave)","Ed Sheeran",1018495,https://open.spotify.com/track/2qRN7PWiHRLprw4FpDeI9N
16,Runaway,"Sebastian Yatra",997853,https://open.spotify.com/track/7BuSE9uTIw931wtZYzvZcQ
17,"Te Robaré","Nicky Jam",940260,https://open.spotify.com/track/6v0lAdFF4haL8xjBIUjtOw
18,"Que Mas Pues - Remix",Sech,893073,https://open.spotify.com/track/7fODjB7BrQTGqh0hogW6XD
19,"QUE PRETENDES","J Balvin",891432,https://open.spotify.com/track/25ZAibhr3bdlMCLmubZDVt
20,"Por Eso Vine","Paulo Londra",864484,https://open.spotify.com/track/5qN1G8fSHq4Sv5FRoOkNGu
21,"Rebota - Remix",Guaynaa,831706,https://open.spotify.com/track/3dWpRjCmaHbroNahuSeX11
22,"Verte Ir","DJ Luian",799748,https://open.spotify.com/track/4lzxJ4jCuFDXXGkE1LmpKR
23,"Con Calma","Daddy Yankee",796400,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
24,"Adan y Eva","Paulo Londra",690184,https://open.spotify.com/track/132ALUzVLmqYB4UsBj5qD6
25,"Solo Pienso En Ti (feat. De La Ghetto & Justin Quiles)","Paulo Londra",658766,https://open.spotify.com/track/3H9GDhVVTlmFQSmpt51qiP
26,"Se Acabó","j mena",627057,https://open.spotify.com/track/0I1Wz504vfbqxsnW8nmcvo
27,"Tumbando el Club (feat. C.R.O, Obiewanshot, Ysy A, Cazzu, Khea, Lucho SSJ, Coqeéin Montana, Marcianos Crew & Duki) - Remix","Neo Pistea",626774,https://open.spotify.com/track/0OWcpVA83HI8Pb5DybDuoX
28,"Te Soñé De Nuevo",Ozuna,625698,https://open.spotify.com/track/5s8LepdwU0THzpd0M7nLsa
29,"La Cobra","j mena",625257,https://open.spotify.com/track/7tAFzqPUa2G7EziujIPP7K
30,"Calma - Remix","Pedro Capó",585629,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4
31,Hitboy,Duki,583897,https://open.spotify.com/track/624AL3EwsrgGIp6bdwmXgo
32,"Un Año","Sebastian Yatra",583357,https://open.spotify.com/track/2vrpcQNg6itmgVZWsNjWe0
33,Cristina,"Sebastian Yatra",582627,https://open.spotify.com/track/703iVQrfbQsXt7Uzgy1h8k
34,"Quien Empezó","j mena",567795,https://open.spotify.com/track/19S1u14a1mNsryjT7Nb7ri
35,HP,Maluma,564861,https://open.spotify.com/track/1LIqNVhaIgxXUt2eVoIQJ3
36,"El Efecto","Rauw Alejandro",563417,https://open.spotify.com/track/4SJHHpKhcuXwDsCsPqshXj
37,"Si Se Da","Myke Towers",544528,https://open.spotify.com/track/5KbBGUpIZd6gVFUU8tqYiQ
38,Secreto,"Anuel AA",535173,https://open.spotify.com/track/5W83ErFkO3aKAIS1WMi6u0
39,Desconocidos,"Mau y Ricky",520698,https://open.spotify.com/track/56f5qnyAlZdlz8wrUDA50h
40,"Si Supieras","Daddy Yankee",513291,https://open.spotify.com/track/7MRU4vOkywuhZ9kbFiPuiu
41,"Homerun (Intro)","Paulo Londra",506871,https://open.spotify.com/track/7kh95COsNZjnTmc6aF76n7
42,"Contra La Pared","Sean Paul",483070,https://open.spotify.com/track/37eGbhE1xVFSvcKkqGb6i1
43,"bad guy","Billie Eilish",468487,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
44,Bellacoso,Residente,468080,https://open.spotify.com/track/1kMUGCt7XLDc5Q64Vl0H8S
45,"La Boca - Remix","Mau y Ricky",449488,https://open.spotify.com/track/2EEmzqzM70CybVspgM7YRT
46,"Suéltate El Pelo",TINI,421961,https://open.spotify.com/track/7dK9ncfHtROhbYCtElBqfU
47,"I Don't Care (with Justin Bieber)","Ed Sheeran",414569,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
48,"Sin Culpa (feat. DrefQuila)",Duki,404395,https://open.spotify.com/track/3dLiBBKbeUIhzGNeuo5JGS
49,"Punto G","KAROL G",401313,https://open.spotify.com/track/2E82gORVSA7UMEz5M1IP3b
50,"No Puedo","Paulo Londra",400348,https://open.spotify.com/track/6MbSMSXrSlvsyHf4kcaLQi
51,"Ya No Mas","Fer Palacio",386394,https://open.spotify.com/track/4dqoJHdxf9Ez4DDqGh2PBc
