,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Calma - Remix","Pedro Capó",2853879,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4
2,"Adan y Eva","Paulo Londra",2105168,https://open.spotify.com/track/6FyRXC8tJUh863JCkyWqtk
3,Secreto,"Anuel AA",1660802,https://open.spotify.com/track/5W83ErFkO3aKAIS1WMi6u0
4,Desconocidos,"Mau y Ricky",1474768,https://open.spotify.com/track/0s5DNDV6LAKn2u2Ufa3VjQ
5,Adictiva,"Daddy Yankee",1349438,https://open.spotify.com/track/6MJUCumnQsQEKbCy28tbCP
6,"Con Calma","Daddy Yankee",1338382,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
7,"Sin Culpa (feat. DrefQuila)",Duki,1330871,https://open.spotify.com/track/3dLiBBKbeUIhzGNeuo5JGS
8,"MIA (feat. Drake)","Bad Bunny",1295220,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
9,Reggaeton,"J Balvin",1270484,https://open.spotify.com/track/2D3z17LBMJ2HEHeBFFjTLi
10,"Me Voy",Rombai,1123210,https://open.spotify.com/track/22sESxzbY1O1E19xjOTaYf
11,Amanece,"Anuel AA",1107262,https://open.spotify.com/track/1LiN0Z98FkR1t0m8KmLcAH
12,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",1077312,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
13,"Ya No Tiene Novio","Sebastian Yatra",1038039,https://open.spotify.com/track/7uQmJ1jgNzBpATSoWKSPFu
14,"Baila Baila Baila",Ozuna,1019428,https://open.spotify.com/track/7uH27oIt4a6cIFCA8ZPcyG
15,Imposible,"Luis Fonsi",931049,https://open.spotify.com/track/4cuGZb0iFyHtwaSKdKrJkF
16,"Cuando Te Besé","Becky G",892581,https://open.spotify.com/track/2XXMDz7SPZ4mSFN1PXfHUy
17,"Ella Quiere Beber - Remix","Anuel AA",848823,https://open.spotify.com/track/2cYnZNzFRFK0H7vSNxPsUq
18,"Te Vi","Piso 21",803427,https://open.spotify.com/track/059bcIhyc2SBwm6sw2AZzd
19,"Puntos Suspensivos","Piso 21",795603,https://open.spotify.com/track/04cd1MHVq1D8v1nuTZoCdv
20,"Un Año","Sebastian Yatra",784640,https://open.spotify.com/track/5BDP2tky8oMQJPS33frKVp
21,"Tan Bien (feat. Agus Padilla)","Lit Killah",777105,https://open.spotify.com/track/43Q1jBoHh3pQkh3Oy7TA1g
22,Bubalu,"Becky G",773243,https://open.spotify.com/track/7dNwJbsT0sg1le5kVugGJb
23,"Amigos Con Derechos",Reik,770003,https://open.spotify.com/track/2zDj4WjbNDmrRL6Z4YjjCA
24,"Me Vas a Extrañar - En Vivo","Damas Gratis",756177,https://open.spotify.com/track/3CACzG9I3AoKUKA3ODE5zW
25,"7 rings","Ariana Grande",750260,https://open.spotify.com/track/14msK75pk3pA33pzPVNtBF
26,PPP,"Kevin Roldan",744482,https://open.spotify.com/track/1DcxnVNFAyVl2sDQ646pXS
27,"NI BIEN NI MAL","Bad Bunny",738043,https://open.spotify.com/track/278kSqsZIiYp8p3QjYAqa8
28,Créeme,"KAROL G",674657,https://open.spotify.com/track/1mT47pKLXUwPYGwB91GcNz
29,"Leña para el Carbón - Remix",FIESTA!,660848,https://open.spotify.com/track/2zqm9jUoF9se5WwXqeMAAt
30,BEBE,6ix9ine,634864,https://open.spotify.com/track/4KkUjFkcQvGvWekl8RATDn
31,"Ta To Gucci (Remix)",Cauty,628030,https://open.spotify.com/track/7kuRvjpeUcn6qNV9IBXC2C
32,"Vaina Loca",Ozuna,609871,https://open.spotify.com/track/48zFZh27QU5qsrBjn4C2FA
33,Baby,Amenazzy,609756,https://open.spotify.com/track/2IA8cFA46DkjgbsRG7kKbp
34,"No Lo Entiendo",Bhavi,566351,https://open.spotify.com/track/2pfV8fZZdLRsZYatVGKlUq
35,"Solo de Mi","Bad Bunny",561804,https://open.spotify.com/track/4uP3pUP18ennmz0tb3GphR
36,"No Te Creas Tan Importante - En Vivo","Damas Gratis",541155,https://open.spotify.com/track/3trowLiYwwOoiwapLISNyk
37,"Asesina - Remix",Brytiago,539709,https://open.spotify.com/track/59PYgzOiOjGDzjDT5N5oOX
38,"Mala Mía",Maluma,531299,https://open.spotify.com/track/62o8KoI44JfN7aYxgTnPvh
39,"Chica Paranormal","Paulo Londra",483626,https://open.spotify.com/track/7zAGi1cps7yYhAajGXlFTH
40,Sola,"Manuel Turizo",475177,https://open.spotify.com/track/675w3ACw5xZR3ODhUJlEVN
41,"No Es Justo","J Balvin",465382,https://open.spotify.com/track/5qFeMRz4TvetPmzjre9Dq7
42,"Dile la Verdad","The Rudeboyz",428969,https://open.spotify.com/track/6qP73DRFGojLuIk1siIhNE
43,"Quiero Volver",TINI,423289,https://open.spotify.com/track/5NrIX1ozc9LGt19ISgPDIY
44,Culpables,"KAROL G",419847,https://open.spotify.com/track/6q8Lb50EtqNeeJXXe8mMAH
45,LeBron,Duki,417799,https://open.spotify.com/track/0mAkTqg7vQ8YmpQ7o1I6gR
46,"thank u, next","Ariana Grande",406544,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH
47,"Sin Pijama","Becky G",402810,https://open.spotify.com/track/2ijef6ni2amuunRoKTlgww
48,"bury a friend","Billie Eilish",389102,https://open.spotify.com/track/4NzMOnvSJVNKF7nw5NkXIP
49,MALA,6ix9ine,388557,https://open.spotify.com/track/0LQ1J0BCzA2qnAgp9MkkNE
50,"Te Boté - Remix","Nio Garcia",370136,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
51,"Luz Apaga",Ozuna,351001,https://open.spotify.com/track/5Q3e16qE1RE5oilN3ukasm
52,Hipócrita,"Anuel AA",344903,https://open.spotify.com/track/6XBjCetHKdO5L9cwMDVffw
53,"No Me Acuerdo",Thalía,325433,https://open.spotify.com/track/1G586ld1gbaECg4Bc6w40O
54,"Bohemian Rhapsody - 2011 Mix",Queen,321057,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J
55,"Nena Maldición (feat. Lenny Tavárez)","Paulo Londra",318440,https://open.spotify.com/track/2aMVyJSuDFFL1sTjJnvk7X
56,"Ella es una G",C.R.O,317707,https://open.spotify.com/track/1uARbfg2RXPtyr6sqVQUif
57,"Girls Like You (feat. Cardi B)","Maroon 5",312618,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
58,"Llegaste Tú",CNCO,311328,https://open.spotify.com/track/6tT4Ks1N04Ut0lSQ3xjSaZ
59,"Duro y Suave","Leslie Grace",307650,https://open.spotify.com/track/31M5m42C3EGlbydf9XB5to
60,"Lindo Pero Bruto",Thalía,298885,https://open.spotify.com/track/5RLBZePs33aN2F8uCzcSeo
61,"Pim Pum Pam Mamucha","DJ Alex",298561,https://open.spotify.com/track/1qJyfiELp10LE7I3PTf1Xp
62,Ibiza,Ozuna,295181,https://open.spotify.com/track/1h9P5WJwyvK8OB7O2YiXgp
63,"Por Que Te Vas",TINI,293544,https://open.spotify.com/track/70c9sdkTnDiehSDOCxCnDc
64,"Si Te Vas","Lit Killah",293510,https://open.spotify.com/track/5VsHkOtg0Llpa6mTGZhp5e
65,"Mala Mía - Remix",Maluma,292298,https://open.spotify.com/track/6sAwJPgaSQ9Q4XGnbx1gZb
66,Sola,"Luis Fonsi",289370,https://open.spotify.com/track/0mtdxzBRDbueLFpiwpbHKO
67,"No Me Llores",Duki,284853,https://open.spotify.com/track/4DNzemGNnckcJSr8DVk8Uj
68,"A Solas - Remix",Lunay,281132,https://open.spotify.com/track/3T5QSIgoaPIh07SwixRDp7
69,"Quiere Beber","Anuel AA",279621,https://open.spotify.com/track/3rPAD722s5FFNnwjC91t7Z
70,Árabe,Papichamp,277955,https://open.spotify.com/track/58qmrrvUkA09szrox83VDp
71,Booty,"C. Tangana",271773,https://open.spotify.com/track/4W3FJapn5CD6Fnrlfj4HFe
72,"Ella Fuma","Plan B",271352,https://open.spotify.com/track/4IYxcqhcFFJ025qfWJeulF
73,Caro,"Bad Bunny",263485,https://open.spotify.com/track/6it15CsDlkqB7N4lF0C1qM
74,Callao,"Wisin & Yandel",261867,https://open.spotify.com/track/3gu0fRSgFuc4FmrtIv0DnC
75,"Reggaetón en lo Oscuro","Wisin & Yandel",260557,https://open.spotify.com/track/7LLXLd0pisbEAdIVK502VM
76,Happier,Marshmello,256844,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
77,Déjalo,Nacho,253257,https://open.spotify.com/track/4VTTpwcAxVSQNzEZLi75d0
78,Bye,Ecko,249005,https://open.spotify.com/track/0TYtHWzASro5sMrV1UvpUC
79,"Me Niego (feat. Ozuna & Wisin)",Reik,248655,https://open.spotify.com/track/6jA8JUuPCGYjFcgw0AoM5T
80,"Sin Querer Queriendo (feat. Mau y Ricky)",Lali,246158,https://open.spotify.com/track/5rUNrHC5b0oYanaw370Ncz
81,"PPP - Remix","Kevin Roldan",242589,https://open.spotify.com/track/3jOn1ZdPldABfKQY4JBhov
82,"Te Amo","Piso 21",238619,https://open.spotify.com/track/2RVrdr062uLFxXwIxwdXPH
83,Clandestino,Shakira,237364,https://open.spotify.com/track/7DrluKkTviBwCc8AV3VGmf
84,Control,"Agus Padilla",235975,https://open.spotify.com/track/6r9zwDnLXcLWcNgx9SDy3Y
85,"Another One Bites The Dust - Remastered 2011",Queen,233275,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7
86,"Amor (Ft. Mon Laferte) - MTV Unplugged","Los Auténticos Decadentes",232245,https://open.spotify.com/track/1QjfU3jkGInap7Vm9lVJIQ
87,"Shape of You","Ed Sheeran",232231,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
