,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,China,"Anuel AA",3188170,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK
2,"Otro Trago - Remix",Sech,2083771,https://open.spotify.com/track/4bTZeO72FwMa6wKOiqoynL
3,Callaita,"Bad Bunny",1873078,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
4,"Soltera - Remix",Lunay,1683483,https://open.spotify.com/track/1c0hsvHLELX6y8qymnpLKL
5,"No Me Conoce - Remix","Jhay Cortez",1466613,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P
6,Señorita,"Shawn Mendes",1456016,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
7,"LA CANCIÓN","J Balvin",1370035,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18
8,"Otro Trago",Sech,1299691,https://open.spotify.com/track/1Ej96GIBCTvgH7tNX1r3qr
9,"Tal Vez","Paulo Londra",1240406,https://open.spotify.com/track/5jW3rF4URMdK7tO2xjS5EI
10,Cuaderno,Dalex,1148753,https://open.spotify.com/track/7anSoGdgtmJTAPZBzcPhO6
11,"Con Altura",ROSALÍA,1119817,https://open.spotify.com/track/2qG5sZ7Si6sdK74qLxedYM
12,"11 PM",Maluma,1066982,https://open.spotify.com/track/7KbF6AdprOXEEHlsq11Z6d
13,"Pa Mí - Remix",Dalex,1054469,https://open.spotify.com/track/7g8YaUQABMal0zWe7a2ijz
14,22,TINI,1011049,https://open.spotify.com/track/07L6tEZIfCX3GZAWCpGj0e
15,Runaway,"Sebastian Yatra",969477,https://open.spotify.com/track/7BuSE9uTIw931wtZYzvZcQ
16,"Te Robaré","Nicky Jam",955307,https://open.spotify.com/track/6v0lAdFF4haL8xjBIUjtOw
17,"Nothing On You (feat. Paulo Londra & Dave)","Ed Sheeran",926566,https://open.spotify.com/track/2qRN7PWiHRLprw4FpDeI9N
18,"Que Mas Pues - Remix",Sech,890432,https://open.spotify.com/track/7fODjB7BrQTGqh0hogW6XD
19,"QUE PRETENDES","J Balvin",866346,https://open.spotify.com/track/25ZAibhr3bdlMCLmubZDVt
20,"Por Eso Vine","Paulo Londra",830923,https://open.spotify.com/track/5qN1G8fSHq4Sv5FRoOkNGu
