,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Calma - Remix","Pedro Capó",3185524,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4
2,"Adan y Eva","Paulo Londra",2354327,https://open.spotify.com/track/6FyRXC8tJUh863JCkyWqtk
3,"Sin Culpa (feat. DrefQuila)",Duki,1465656,https://open.spotify.com/track/3dLiBBKbeUIhzGNeuo5JGS
4,"MIA (feat. Drake)","Bad Bunny",1429652,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
5,Adictiva,"Daddy Yankee",1404838,https://open.spotify.com/track/6MJUCumnQsQEKbCy28tbCP
6,Desconocidos,"Mau y Ricky",1395237,https://open.spotify.com/track/0s5DNDV6LAKn2u2Ufa3VjQ
7,"Me Voy",Rombai,1326154,https://open.spotify.com/track/22sESxzbY1O1E19xjOTaYf
8,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",1307935,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
9,Reggaeton,"J Balvin",1304361,https://open.spotify.com/track/2D3z17LBMJ2HEHeBFFjTLi
10,"Ya No Tiene Novio","Sebastian Yatra",1208968,https://open.spotify.com/track/7uQmJ1jgNzBpATSoWKSPFu
11,"Cuando Te Besé","Becky G",1151913,https://open.spotify.com/track/2XXMDz7SPZ4mSFN1PXfHUy
12,Secreto,"Anuel AA",1084307,https://open.spotify.com/track/5W83ErFkO3aKAIS1WMi6u0
13,Imposible,"Luis Fonsi",1034728,https://open.spotify.com/track/3ao3OVxHlb3C08vAaApUlm
14,"Me Vas a Extrañar - En Vivo","Damas Gratis",995019,https://open.spotify.com/track/3CACzG9I3AoKUKA3ODE5zW
15,Amanece,"Anuel AA",993487,https://open.spotify.com/track/1LiN0Z98FkR1t0m8KmLcAH
16,"Ella Quiere Beber - Remix","Anuel AA",881627,https://open.spotify.com/track/2cYnZNzFRFK0H7vSNxPsUq
17,"Vaina Loca",Ozuna,855860,https://open.spotify.com/track/48zFZh27QU5qsrBjn4C2FA
18,"Amigos Con Derechos",Reik,825364,https://open.spotify.com/track/2zDj4WjbNDmrRL6Z4YjjCA
