,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Goteo,Duki,2066526,https://open.spotify.com/track/1EoEU4HY57qaITp06TkC6B
2,China,"Anuel AA",1956094,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK
3,Fresa,TINI,1855216,https://open.spotify.com/track/4BCPItsB94KDLuERZT3aNM
4,Tutu,Camilo,1706935,https://open.spotify.com/track/1nocRtwyNPVtGcIJqfgdzZ
5,CANGURO,WOS,1516306,https://open.spotify.com/track/4wyNKAZe82BNlp2lHiR1FX
6,"Nicki Nicole: Bzrp Music Sessions, Vol. 13",Bizarrap,1341907,https://open.spotify.com/track/2S93hylQBYLndMnaJuso8S
7,"Adicto (with Anuel AA & Ozuna)",Tainy,1340786,https://open.spotify.com/track/3jbT1Y5MoPwEIpZndDDwVq
8,"No Me Conoce - Remix","Jhay Cortez",1310410,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P
9,Callaita,"Bad Bunny",1285581,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
10,"Yo x Ti, Tu x Mi",ROSALÍA,1228953,https://open.spotify.com/track/7BlBVFwvbWvcwNcUarQmjk
11,"Otro Trago - Remix",Sech,1201468,https://open.spotify.com/track/4bTZeO72FwMa6wKOiqoynL
12,"LA CANCIÓN","J Balvin",1175537,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18
13,"Soltera - Remix",Lunay,1123386,https://open.spotify.com/track/1c0hsvHLELX6y8qymnpLKL
14,Señorita,"Shawn Mendes",1075486,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
15,"MELÓN VINO",WOS,1026050,https://open.spotify.com/track/7xQgtdHA1NHFTmomE2XHhi
16,"11 PM",Maluma,1015532,https://open.spotify.com/track/7KbF6AdprOXEEHlsq11Z6d
17,"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix","Justin Quiles",950635,https://open.spotify.com/track/1ndyl3wJCFs872XZ3ztPk6
18,"Tal Vez","Paulo Londra",889694,https://open.spotify.com/track/5jW3rF4URMdK7tO2xjS5EI
19,Quizás,"Rich Music LTD",889341,https://open.spotify.com/track/4AjWbAwRpxk2worpjNH5CS
20,"Con Altura",ROSALÍA,876596,https://open.spotify.com/track/2qG5sZ7Si6sdK74qLxedYM
21,"Frijo: Bzrp Music Sessions, Vol. 10",Bizarrap,859708,https://open.spotify.com/track/0m9LriWYZaNi5PesRbFqsb
22,"Si Se Da - Remix","Myke Towers",823311,https://open.spotify.com/track/6K5BsR04ijf3FHNzjbaagD
23,Cuaderno,Dalex,820015,https://open.spotify.com/track/7anSoGdgtmJTAPZBzcPhO6
