,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Otro Trago",Sech,2119886,https://open.spotify.com/track/1Ej96GIBCTvgH7tNX1r3qr
2,Callaita,"Bad Bunny",1937423,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
3,"Soltera - Remix",Lunay,1842054,https://open.spotify.com/track/1c0hsvHLELX6y8qymnpLKL
4,Señorita,"Shawn Mendes",1699254,https://open.spotify.com/track/0TK2YIli7K1leLovkQiNik
5,"Tal Vez","Paulo Londra",1493647,https://open.spotify.com/track/5jW3rF4URMdK7tO2xjS5EI
6,"Nothing On You (feat. Paulo Londra & Dave)","Ed Sheeran",1414180,https://open.spotify.com/track/2qRN7PWiHRLprw4FpDeI9N
7,"No Me Conoce - Remix","Jhay Cortez",1370022,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P
8,"Con Altura",ROSALÍA,1294740,https://open.spotify.com/track/2qG5sZ7Si6sdK74qLxedYM
9,"Pa Mí - Remix",Dalex,1288297,https://open.spotify.com/track/7g8YaUQABMal0zWe7a2ijz
10,Cuaderno,Dalex,1238499,https://open.spotify.com/track/7anSoGdgtmJTAPZBzcPhO6
11,22,TINI,1174014,https://open.spotify.com/track/07L6tEZIfCX3GZAWCpGj0e
12,"11 PM",Maluma,1075259,https://open.spotify.com/track/7KbF6AdprOXEEHlsq11Z6d
13,"Por Eso Vine","Paulo Londra",1046873,https://open.spotify.com/track/5qN1G8fSHq4Sv5FRoOkNGu
14,Runaway,"Sebastian Yatra",1016366,https://open.spotify.com/track/7BuSE9uTIw931wtZYzvZcQ
15,"Te Robaré","Nicky Jam",1005176,https://open.spotify.com/track/6v0lAdFF4haL8xjBIUjtOw
16,"Que Mas Pues - Remix",Sech,1000673,https://open.spotify.com/track/7fODjB7BrQTGqh0hogW6XD
17,"LA CANCIÓN","J Balvin",882832,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18
18,"Con Calma","Daddy Yankee",876553,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
19,"Verte Ir","DJ Luian",862453,https://open.spotify.com/track/4lzxJ4jCuFDXXGkE1LmpKR
20,"Solo Pienso En Ti (feat. De La Ghetto & Justin Quiles)","Paulo Londra",801633,https://open.spotify.com/track/3H9GDhVVTlmFQSmpt51qiP
21,"Adan y Eva","Paulo Londra",756085,https://open.spotify.com/track/132ALUzVLmqYB4UsBj5qD6
22,"Tumbando el Club (feat. C.R.O, Obiewanshot, Ysy A, Cazzu, Khea, Lucho SSJ, Coqeéin Montana, Marcianos Crew & Duki) - Remix","Neo Pistea",730676,https://open.spotify.com/track/0OWcpVA83HI8Pb5DybDuoX
23,"QUE PRETENDES","J Balvin",726667,https://open.spotify.com/track/25ZAibhr3bdlMCLmubZDVt
24,Hitboy,Duki,719390,https://open.spotify.com/track/624AL3EwsrgGIp6bdwmXgo
25,"La Cobra","j mena",704433,https://open.spotify.com/track/7tAFzqPUa2G7EziujIPP7K
26,"Te Soñé De Nuevo",Ozuna,697636,https://open.spotify.com/track/5s8LepdwU0THzpd0M7nLsa
27,"Un Año","Sebastian Yatra",623034,https://open.spotify.com/track/2vrpcQNg6itmgVZWsNjWe0
28,"Calma - Remix","Pedro Capó",613673,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4
29,"Homerun (Intro)","Paulo Londra",608175,https://open.spotify.com/track/7kh95COsNZjnTmc6aF76n7
30,HP,Maluma,603341,https://open.spotify.com/track/1LIqNVhaIgxXUt2eVoIQJ3
31,Cristina,"Sebastian Yatra",597709,https://open.spotify.com/track/703iVQrfbQsXt7Uzgy1h8k
32,"Quien Empezó","j mena",594990,https://open.spotify.com/track/19S1u14a1mNsryjT7Nb7ri
33,"Rebota - Remix",Guaynaa,586378,https://open.spotify.com/track/3dWpRjCmaHbroNahuSeX11
34,Secreto,"Anuel AA",583245,https://open.spotify.com/track/5W83ErFkO3aKAIS1WMi6u0
35,"Si Se Da","Myke Towers",567231,https://open.spotify.com/track/5KbBGUpIZd6gVFUU8tqYiQ
36,"I Don't Care (with Justin Bieber)","Ed Sheeran",557744,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
37,Desconocidos,"Mau y Ricky",545678,https://open.spotify.com/track/56f5qnyAlZdlz8wrUDA50h
38,"bad guy","Billie Eilish",535353,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
39,"Contra La Pared","Sean Paul",522290,https://open.spotify.com/track/37eGbhE1xVFSvcKkqGb6i1
40,"El Efecto","Rauw Alejandro",508964,https://open.spotify.com/track/4SJHHpKhcuXwDsCsPqshXj
41,"La Boca","Mau y Ricky",476936,https://open.spotify.com/track/0UQwlF2pRkr1lMN6kNNUj3
42,"Si Supieras","Daddy Yankee",469480,https://open.spotify.com/track/7MRU4vOkywuhZ9kbFiPuiu
43,Amanece,"Anuel AA",468033,https://open.spotify.com/track/1LiN0Z98FkR1t0m8KmLcAH
44,"No Puedo","Paulo Londra",459606,https://open.spotify.com/track/6MbSMSXrSlvsyHf4kcaLQi
45,"Punto G","KAROL G",445096,https://open.spotify.com/track/2E82gORVSA7UMEz5M1IP3b
46,"Sin Culpa (feat. DrefQuila)",Duki,440096,https://open.spotify.com/track/3dLiBBKbeUIhzGNeuo5JGS
47,Ocean,"KAROL G",424311,https://open.spotify.com/track/6qoIFQfdmaQF9A1gb67tR7
48,"Date La Vuelta","Luis Fonsi",392292,https://open.spotify.com/track/5lwVd35Zg6DJ4qibVMq99H
49,"Visto a las 00:00",Cazzu,385940,https://open.spotify.com/track/0m1zfGk4oYfj4NxBLNheHZ
50,"Beautiful People (feat. Khalid)","Ed Sheeran",372428,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
51,"Baila Baila Baila - Remix",Ozuna,369248,https://open.spotify.com/track/7mWFF4gPADjTQjC97CgFVt
52,"La Clase",Cazzu,353882,https://open.spotify.com/track/5nLJL6DLanZaAq8DVkBs62
53,"Me Voy",Rombai,344855,https://open.spotify.com/track/22sESxzbY1O1E19xjOTaYf
54,OUKE,CA7RIEL,336352,https://open.spotify.com/track/6WsrPT9yw9gZyZn5ok3E0K
55,"Te Vi","Piso 21",329589,https://open.spotify.com/track/059bcIhyc2SBwm6sw2AZzd
56,"Forever Alone","Paulo Londra",326639,https://open.spotify.com/track/4b2V2ZuTYELubat4l5qZaE
57,"TRAPPERZ A Mafia Da Sicilia (feat. MC Davo & Fuego)","Felp 22",323043,https://open.spotify.com/track/1KfIZjptrvN6jUpUzzRYiD
58,"Cuando Te Besé","Becky G",318181,https://open.spotify.com/track/2XXMDz7SPZ4mSFN1PXfHUy
59,"South of the Border (feat. Camila Cabello & Cardi B)","Ed Sheeran",317374,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk
60,"bad guy (with Justin Bieber)","Billie Eilish",311020,https://open.spotify.com/track/3yNZ5r3LKfdmjoS3gkhUCT
61,"Ya No Mas","Fer Palacio",310509,https://open.spotify.com/track/4dqoJHdxf9Ez4DDqGh2PBc
62,"Old Town Road (feat. Billy Ray Cyrus) - Remix","Lil Nas X",310261,https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7
63,"Loco Contigo (with J. Balvin & Tyga)","DJ Snake",303988,https://open.spotify.com/track/1f38Gx6xQz6r4H1jGVNBJo
64,Eclipse,"Lit Killah",293151,https://open.spotify.com/track/6ANR2ylLSFSYcycw8JUnvi
65,"Baila Baila Baila",Ozuna,291331,https://open.spotify.com/track/7uH27oIt4a6cIFCA8ZPcyG
66,Delincuente,Farruko,285281,https://open.spotify.com/track/3TqLIW3qd4qFYkfYsBjVN6
